N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+15 340 1.900E-4 1.059500240E+00 1.067464889E+00
1.468000E+10 1.000E+15 340 1.900E-4 1.061640799E+00 1.067290512E+00
2.154000E+10 1.000E+15 340 1.900E-4 1.063080452E+00 1.067036259E+00
3.162000E+10 1.000E+15 340 1.900E-4 1.063924695E+00 1.066666690E+00
4.642000E+10 1.000E+15 340 1.900E-4 1.064246567E+00 1.066131922E+00
6.813000E+10 1.000E+15 340 1.900E-4 1.064075827E+00 1.065363183E+00
1.000000E+11 1.000E+15 340 1.900E-4 1.063395442E+00 1.064268612E+00
1.468000E+11 1.000E+15 340 1.900E-4 1.062143519E+00 1.062731472E+00
2.154000E+11 1.000E+15 340 1.900E-4 1.060222761E+00 1.060615225E+00
3.162000E+11 1.000E+15 340 1.900E-4 1.057523951E+00 1.057783041E+00
4.642000E+11 1.000E+15 340 1.900E-4 1.053973133E+00 1.054141758E+00
6.813000E+11 1.000E+15 340 1.900E-4 1.049609614E+00 1.049717437E+00
1.000000E+12 1.000E+15 340 1.900E-4 1.044685401E+00 1.044752999E+00
1.468000E+12 1.000E+15 340 1.900E-4 1.039740632E+00 1.039782324E+00
2.154000E+12 1.000E+15 340 1.900E-4 1.035564315E+00 1.035590024E+00
3.162000E+12 1.000E+15 340 1.900E-4 1.032955511E+00 1.032971920E+00
4.642000E+12 1.000E+15 340 1.900E-4 1.032344207E+00 1.032355505E+00
6.813000E+12 1.000E+15 340 1.900E-4 1.033591848E+00 1.033600367E+00
1.000000E+13 1.000E+15 340 1.900E-4 1.036249021E+00 1.036255918E+00
