N_Fe N_B T d n_Fe n_Fe_SRH
1.100000E+12 8.000E+16 302 2.200E-4 1.319205269E+00 1.321571275E+00
1.302000E+12 8.000E+16 302 2.200E-4 1.321537297E+00 1.323665295E+00
1.540000E+12 8.000E+16 302 2.200E-4 1.323956307E+00 1.325873743E+00
1.822000E+12 8.000E+16 302 2.200E-4 1.326455823E+00 1.328186385E+00
2.156000E+12 8.000E+16 302 2.200E-4 1.329028130E+00 1.330592288E+00
2.551000E+12 8.000E+16 302 2.200E-4 1.331664924E+00 1.333080415E+00
3.018000E+12 8.000E+16 302 2.200E-4 1.334357850E+00 1.335640095E+00
3.571000E+12 8.000E+16 302 2.200E-4 1.337098924E+00 1.338261392E+00
4.226000E+12 8.000E+16 302 2.200E-4 1.339880774E+00 1.340935283E+00
5.000000E+12 8.000E+16 302 2.200E-4 1.342696738E+00 1.343653703E+00
