fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_295 001_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.515843290E-15 1.000000000E+20 1.206125752E+00 8.703918342E-16 8.473962599E-04 
001_295_SRH 001_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.350758392E-15 1.000000000E+20 1.207758872E+00 8.678422302E-16 9.378214528E-04 
002_295 002_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 2.717273343E-15 1.000000000E+20 1.207072700E+00 1.651753470E-15 8.940459102E-04 
002_295_SRH 002_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 2.552591811E-15 1.000000000E+20 1.207954824E+00 1.649238177E-15 9.442916263E-04 
003_295 003_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 4.963229418E-15 1.000000000E+20 1.207844426E+00 3.136234663E-15 9.289203223E-04 
003_295_SRH 003_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 4.799267480E-15 1.000000000E+20 1.208317569E+00 3.133756044E-15 9.564950309E-04 
004_295 004_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 9.101830480E-15 1.000000000E+20 1.208720501E+00 5.955502236E-15 9.641679260E-04 
004_295_SRH 004_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 8.939168828E-15 1.000000000E+20 1.208974366E+00 5.953075848E-15 9.793536705E-04 
005_295 005_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.653302540E-14 1.000000000E+20 1.209980645E+00 1.130675714E-14 1.013090598E-03 
005_295_SRH 005_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.637266316E-14 1.000000000E+20 1.210118054E+00 1.130441668E-14 1.021623946E-03 
006_295 006_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 2.929556343E-14 1.000000000E+20 1.211910292E+00 2.145676619E-14 1.093013209E-03 
006_295_SRH 006_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 2.913906058E-14 1.000000000E+20 1.211986246E+00 2.145457130E-14 1.098006569E-03 
007_295 007_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 4.972590130E-14 1.000000000E+20 1.214726332E+00 4.069754615E-14 1.227751667E-03 
007_295_SRH 007_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 4.957531517E-14 1.000000000E+20 1.214770023E+00 4.069559315E-14 1.230866943E-03 
008_295 008_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 7.944210238E-14 1.000000000E+20 1.218478665E+00 7.717510591E-14 1.447461982E-03 
008_295_SRH 008_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 7.929941955E-14 1.000000000E+20 1.218505463E+00 7.717354452E-14 1.449575518E-03 
009_295 009_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.185335514E-13 1.000000000E+20 1.223106803E+00 1.464239031E-13 1.783848898E-03 
009_295_SRH 009_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.183996613E-13 1.000000000E+20 1.223124654E+00 1.464229745E-13 1.785413761E-03 
010_295 010_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.668421396E-13 1.000000000E+20 1.228587534E+00 2.782243255E-13 2.259388540E-03 
010_295_SRH 010_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.667162214E-13 1.000000000E+20 1.228600425E+00 2.782244363E-13 2.260628673E-03 
011_295 011_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 2.265359190E-13 1.000000000E+20 1.234879117E+00 5.298864793E-13 2.875574202E-03 
011_295_SRH 011_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 2.264160252E-13 1.000000000E+20 1.234888973E+00 5.298883297E-13 2.876590135E-03 
