fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_292 001_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.229528583E-15 1.000000000E+20 1.319673505E+00 1.050908371E-14 6.042223441E-03 
001_292_SRH 001_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.110562259E-15 1.000000000E+20 1.322546617E+00 1.054651945E-14 6.337477773E-03 
002_292 002_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.321212071E-15 1.000000000E+20 1.322401390E+00 1.247636420E-14 6.321991368E-03 
002_292_SRH 002_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.206857884E-15 1.000000000E+20 1.324968725E+00 1.251678092E-14 6.586854706E-03 
003_292 003_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.416682357E-15 1.000000000E+20 1.325203496E+00 1.481425967E-14 6.610590260E-03 
003_292_SRH 003_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.306743119E-15 1.000000000E+20 1.327500546E+00 1.485792601E-14 6.848454610E-03 
004_292 004_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.516042053E-15 1.000000000E+20 1.328069746E+00 1.759281903E-14 6.906977647E-03 
004_292_SRH 004_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.410291682E-15 1.000000000E+20 1.330127392E+00 1.764002271E-14 7.120809077E-03 
005_292 005_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.619428442E-15 1.000000000E+20 1.330989160E+00 2.089529116E-14 7.210003366E-03 
005_292_SRH 005_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.517622681E-15 1.000000000E+20 1.332834284E+00 2.094633865E-14 7.402397180E-03 
006_292 006_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.726978991E-15 1.000000000E+20 1.333950616E+00 2.482060567E-14 7.518488888E-03 
006_292_SRH 006_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.628865505E-15 1.000000000E+20 1.335606660E+00 2.487582221E-14 7.691720698E-03 
007_292 007_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.838791794E-15 1.000000000E+20 1.336943463E+00 2.948632419E-14 7.831293673E-03 
007_292_SRH 007_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.744118967E-15 1.000000000E+20 1.338430919E+00 2.954605394E-14 7.987363483E-03 
008_292 008_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.954884688E-15 1.000000000E+20 1.339957929E+00 3.503214855E-14 8.147360111E-03 
008_292_SRH 008_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.863408708E-15 1.000000000E+20 1.341294759E+00 3.509675477E-14 8.288030415E-03 
009_292 009_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 2.075155692E-15 1.000000000E+20 1.342985320E+00 4.162408970E-14 8.465737287E-03 
009_292_SRH 009_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 1.986645803E-15 1.000000000E+20 1.344187316E+00 4.169395485E-14 8.592565959E-03 
010_292 010_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 2.199345835E-15 1.000000000E+20 1.346018036E+00 4.945941775E-14 8.785584992E-03 
010_292_SRH 010_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 2.113587717E-15 1.000000000E+20 1.347099124E+00 4.953494334E-14 8.899953205E-03 
