fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_336 001_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.518767799E-13 1.000000000E+20 1.229224181E+00 1.156257797E-14 4.191519609E-05 
001_336_SRH 001_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.832580040E-14 1.000000000E+20 1.281599579E+00 1.014790669E-14 1.765048956E-04 
002_336 002_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.737644127E-13 1.000000000E+20 1.243840023E+00 1.625929262E-14 5.925439010E-05 
002_336_SRH 002_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.055153045E-14 1.000000000E+20 1.281870952E+00 1.489015749E-14 1.778846370E-04 
003_336 003_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.054539478E-13 1.000000000E+20 1.255117971E+00 2.317677018E-14 7.890566598E-05 
003_336_SRH 003_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.027474564E-13 1.000000000E+20 1.282261766E+00 2.184532500E-14 1.799015769E-04 
004_336 004_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.510800917E-13 1.000000000E+20 1.263708467E+00 3.334035030E-14 9.966292034E-05 
004_336_SRH 004_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.491114111E-13 1.000000000E+20 1.282819864E+00 3.204264737E-14 1.828442234E-04 
005_336 005_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.162347138E-13 1.000000000E+20 1.270298211E+00 4.825121103E-14 1.205453903E-04 
005_336_SRH 005_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.153204097E-13 1.000000000E+20 1.283607347E+00 4.698673049E-14 1.871249631E-04 
006_336 006_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.082012202E-13 1.000000000E+20 1.275515468E+00 7.010287883E-14 1.411577991E-04 
006_336_SRH 006_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.087657531E-13 1.000000000E+20 1.284700104E+00 6.887432588E-14 1.933238639E-04 
007_336 007_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.359575944E-13 1.000000000E+20 1.279892765E+00 1.020953467E-13 1.618665923E-04 
007_336_SRH 007_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.385505381E-13 1.000000000E+20 1.286182438E+00 1.009085274E-13 2.022426891E-04 
008_336 008_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.097113699E-13 1.000000000E+20 1.283854858E+00 1.488913085E-13 1.837761333E-04 
008_336_SRH 008_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.150074615E-13 1.000000000E+20 1.288134024E+00 1.477548679E-13 2.149563115E-04 
009_336 009_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.397602304E-13 1.000000000E+20 1.287712218E+00 2.172821342E-13 2.085937419E-04 
009_336_SRH 009_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.485258989E-13 1.000000000E+20 1.290608474E+00 2.162068947E-13 2.328551119E-04 
010_336 010_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.234775682E-12 1.000000000E+20 1.291654628E+00 3.171681213E-13 2.384741786E-04 
010_336_SRH 010_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.147787497E-12 1.000000000E+20 1.293608578E+00 3.161658682E-13 2.576605681E-04 
011_336 011_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.600262959E-12 1.000000000E+20 1.295752616E+00 4.630141974E-13 2.758831384E-04 
011_336_SRH 011_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.518179456E-12 1.000000000E+20 1.297070789E+00 4.620960696E-13 2.914054784E-04 
012_336 012_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.038583886E-12 1.000000000E+20 1.299978384E+00 6.760213218E-13 3.234712183E-04 
012_336_SRH 012_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.961802701E-12 1.000000000E+20 1.300871935E+00 6.751963027E-13 3.363649461E-04 
013_336 013_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.551620183E-12 1.000000000E+20 1.304247233E+00 9.873560954E-13 3.839022780E-04 
013_336_SRH 013_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.480178821E-12 1.000000000E+20 1.304859924E+00 9.866304022E-13 3.949027222E-04 
014_336 014_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.145413348E-12 1.000000000E+20 1.308465313E+00 1.442916552E-12 4.596117810E-04 
014_336_SRH 014_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.078984519E-12 1.000000000E+20 1.308893626E+00 1.442294562E-12 4.692246954E-04 
015_336 015_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.834229948E-12 1.000000000E+20 1.312565818E+00 2.110320617E-12 5.525712266E-04 
015_336_SRH 015_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.772215519E-12 1.000000000E+20 1.312873414E+00 2.109807331E-12 5.611331769E-04 
016_336 016_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.641654264E-12 1.000000000E+20 1.316525561E+00 3.089148941E-12 6.642481538E-04 
016_336_SRH 016_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.583331214E-12 1.000000000E+20 1.316753667E+00 3.088753289E-12 6.719755566E-04 
017_336 017_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.598697416E-12 1.000000000E+20 1.320363579E+00 4.526017514E-12 7.958340233E-04 
017_336_SRH 017_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.543354556E-12 1.000000000E+20 1.320538499E+00 4.525755791E-12 8.028628693E-04 
018_336 018_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.741165498E-12 1.000000000E+20 1.324128274E+00 6.636846082E-12 9.485534687E-04 
018_336_SRH 018_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.688191856E-12 1.000000000E+20 1.324266683E+00 6.636745482E-12 9.549680828E-04 
019_336 019_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.108531841E-12 1.000000000E+20 1.327881103E+00 9.739814935E-12 1.123781647E-03 
019_336_SRH 019_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.057449420E-12 1.000000000E+20 1.327993576E+00 9.739916777E-12 1.129634846E-03 
