N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.778E+15 290 2.300E-4 1.190567488E+00 1.193773050E+00
1.468000E+10 1.778E+15 290 2.300E-4 1.191539913E+00 1.193808758E+00
2.154000E+10 1.778E+15 290 2.300E-4 1.192269974E+00 1.193860978E+00
3.162000E+10 1.778E+15 290 2.300E-4 1.192828616E+00 1.193937289E+00
4.642000E+10 1.778E+15 290 2.300E-4 1.193278863E+00 1.194048645E+00
6.813000E+10 1.778E+15 290 2.300E-4 1.193676875E+00 1.194210743E+00
1.000000E+11 1.778E+15 290 2.300E-4 1.194075122E+00 1.194445843E+00
1.468000E+11 1.778E+15 290 2.300E-4 1.194526602E+00 1.194785024E+00
2.154000E+11 1.778E+15 290 2.300E-4 1.195096950E+00 1.195279314E+00
3.162000E+11 1.778E+15 290 2.300E-4 1.195839699E+00 1.195969197E+00
4.642000E+11 1.778E+15 290 2.300E-4 1.196837763E+00 1.196930943E+00
6.813000E+11 1.778E+15 290 2.300E-4 1.198185593E+00 1.198254276E+00
1.000000E+12 1.778E+15 290 2.300E-4 1.199964243E+00 1.200015823E+00
1.468000E+12 1.778E+15 290 2.300E-4 1.202261992E+00 1.202301915E+00
2.154000E+12 1.778E+15 290 2.300E-4 1.205131584E+00 1.205163285E+00
3.162000E+12 1.778E+15 290 2.300E-4 1.208592369E+00 1.208618242E+00
4.642000E+12 1.778E+15 290 2.300E-4 1.212600228E+00 1.212621803E+00
6.813000E+12 1.778E+15 290 2.300E-4 1.217084193E+00 1.217102452E+00
1.000000E+13 1.778E+15 290 2.300E-4 1.221962552E+00 1.221978128E+00
