T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
300 001_300 38.647 5.022880E-1 6.189805E-1 8.037090E+1 2.498780E+1 4.281540E-1 5.836173E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.800E-4 1.000E+17
300 002_300 38.647 5.022240E-1 6.179760E-1 8.036880E+1 2.494340E+1 4.280960E-1 5.826606E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.800E-4 1.000E+17
300 003_300 38.647 5.021320E-1 6.165123E-1 8.036570E+1 2.487880E+1 4.279980E-1 5.812839E-1 1.000000E+0 2.154000E+10 2.154000E+10 1.800E-4 1.000E+17
300 004_300 38.647 5.019970E-1 6.143882E-1 8.036130E+1 2.478510E+1 4.278610E-1 5.792788E-1 1.000000E+0 3.162000E+10 3.162000E+10 1.800E-4 1.000E+17
300 005_300 38.647 5.018010E-1 6.113213E-1 8.035490E+1 2.464980E+1 4.276860E-1 5.763537E-1 1.000000E+0 4.642000E+10 4.642000E+10 1.800E-4 1.000E+17
300 006_300 38.647 5.015200E-1 6.069259E-1 8.034560E+1 2.445600E+1 4.274120E-1 5.721891E-1 1.000000E+0 6.813000E+10 6.813000E+10 1.800E-4 1.000E+17
300 007_300 38.647 5.011190E-1 6.006925E-1 8.033230E+1 2.418150E+1 4.270210E-1 5.662834E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.800E-4 1.000E+17
300 008_300 38.647 5.005540E-1 5.919816E-1 8.031340E+1 2.379830E+1 4.264750E-1 5.580251E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.800E-4 1.000E+17
300 009_300 38.647 4.997550E-1 5.800522E-1 8.028910E+1 2.327450E+1 4.257130E-1 5.467195E-1 1.000000E+0 2.154000E+11 2.154000E+11 1.800E-4 1.000E+17
300 010_300 38.647 4.986290E-1 5.641504E-1 8.026260E+1 2.257800E+1 4.246780E-1 5.316501E-1 1.000000E+0 3.162000E+11 3.162000E+11 1.800E-4 1.000E+17
300 011_300 38.647 4.971530E-1 5.436754E-1 8.022460E+1 2.168390E+1 4.233110E-1 5.122459E-1 1.000000E+0 4.642000E+11 4.642000E+11 1.800E-4 1.000E+17
300 012_300 38.647 4.952860E-1 5.184021E-1 8.017150E+1 2.058460E+1 4.215530E-1 4.883047E-1 1.000000E+0 6.813000E+11 6.813000E+11 1.800E-4 1.000E+17
300 013_300 38.647 4.930060E-1 4.886690E-1 8.009990E+1 1.929740E+1 4.193850E-1 4.601367E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.800E-4 1.000E+17
300 014_300 38.647 4.903130E-1 4.553964E-1 8.000840E+1 1.786480E+1 4.167870E-1 4.286319E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.800E-4 1.000E+17
300 015_300 38.647 4.870640E-1 4.198664E-1 7.992210E+1 1.634420E+1 4.137790E-1 3.949982E-1 1.000000E+0 2.154000E+12 2.154000E+12 1.800E-4 1.000E+17
300 016_300 38.647 4.834610E-1 3.833701E-1 7.981040E+1 1.479240E+1 4.103610E-1 3.604729E-1 1.000000E+0 3.162000E+12 3.162000E+12 1.800E-4 1.000E+17
300 017_300 38.647 4.794890E-1 3.469437E-1 7.967590E+1 1.325450E+1 4.065720E-1 3.260074E-1 1.000000E+0 4.642000E+12 4.642000E+12 1.800E-4 1.000E+17
300 018_300 38.647 4.749800E-1 3.113255E-1 7.954450E+1 1.176250E+1 4.023540E-1 2.923429E-1 1.000000E+0 6.813000E+12 6.813000E+12 1.800E-4 1.000E+17
300 019_300 38.647 4.701750E-1 2.770584E-1 7.937230E+1 1.033950E+1 3.977440E-1 2.599541E-1 1.000000E+0 1.000000E+13 1.000000E+13 1.800E-4 1.000E+17
300 020_300 38.647 4.647750E-1 2.445884E-1 7.920720E+1 9.004200E+0 3.927250E-1 2.292742E-1 1.000000E+0 1.468000E+13 1.468000E+13 1.800E-4 1.000E+17
300 021_300 38.647 4.590570E-1 2.142871E-1 7.900090E+1 7.771300E+0 3.872750E-1 2.006664E-1 1.000000E+0 2.154000E+13 2.154000E+13 1.800E-4 1.000E+17
300 022_300 38.647 4.528290E-1 1.864303E-1 7.878640E+1 6.651200E+0 3.814360E-1 1.743737E-1 1.000000E+0 3.162000E+13 3.162000E+13 1.800E-4 1.000E+17
300 023_300 38.647 4.461940E-1 1.611801E-1 7.854760E+1 5.649000E+0 3.751860E-1 1.505644E-1 1.000000E+0 4.642000E+13 4.642000E+13 1.800E-4 1.000E+17
300 024_300 38.647 4.392360E-1 1.385862E-1 7.827120E+1 4.764500E+0 3.685840E-1 1.292658E-1 1.000000E+0 6.813000E+13 6.813000E+13 1.800E-4 1.000E+17
300 025_300 38.647 4.318350E-1 1.186014E-1 7.798070E+1 3.993900E+0 3.616110E-1 1.104466E-1 1.000000E+0 1.000000E+14 1.000000E+14 1.800E-4 1.000E+17
