fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_336 001_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.944326325E-13 1.000000000E+20 1.197521625E+00 2.068070567E-14 6.481246442E-04 
001_336_SRH 001_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.260221944E-13 1.000000000E+20 1.211204152E+00 1.956939157E-14 1.032986164E-03 
002_336 002_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.529935658E-13 1.000000000E+20 1.201728821E+00 2.982019239E-14 7.399290290E-04 
002_336_SRH 002_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.846380817E-13 1.000000000E+20 1.211294641E+00 2.871823607E-14 1.035531485E-03 
003_336 003_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.385602892E-13 1.000000000E+20 1.204785103E+00 4.323498184E-14 8.183253473E-04 
003_336_SRH 003_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.702890307E-13 1.000000000E+20 1.211426503E+00 4.214040062E-14 1.039263072E-03 
004_336 004_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.633313755E-13 1.000000000E+20 1.207029958E+00 6.291582771E-14 8.830464445E-04 
004_336_SRH 004_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.951853177E-13 1.000000000E+20 1.211617977E+00 6.182760563E-14 1.044731063E-03 
005_336 005_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.447251898E-13 1.000000000E+20 1.208735986E+00 9.177721780E-14 9.361558423E-04 
005_336_SRH 005_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.767624064E-13 1.000000000E+20 1.211894695E+00 9.069518252E-14 1.052736830E-03 
006_336 006_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.072966193E-13 1.000000000E+20 1.210121788E+00 1.340807102E-13 9.811213128E-04 
006_336_SRH 006_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.395993320E-13 1.000000000E+20 1.212291759E+00 1.330055034E-13 1.064444542E-03 
007_336 007_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.285016444E-12 1.000000000E+20 1.211366739E+00 1.960478453E-13 1.022162701E-03 
007_336_SRH 007_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.217699976E-12 1.000000000E+20 1.212855919E+00 1.949809679E-13 1.081530023E-03 
008_336 008_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.823605945E-12 1.000000000E+20 1.212624247E+00 2.867440664E-13 1.063982007E-03 
008_336_SRH 008_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.756829158E-12 1.000000000E+20 1.213646169E+00 2.856879694E-13 1.106385735E-03 
009_336 009_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.582169440E-12 1.000000000E+20 1.214029768E+00 4.193493184E-13 1.111837649E-03 
009_336_SRH 009_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.516145277E-12 1.000000000E+20 1.214731776E+00 4.183074918E-13 1.142375201E-03 
010_336 010_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.632720461E-12 1.000000000E+20 1.215701060E+00 6.129821866E-13 1.171800305E-03 
010_336_SRH 010_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.567722929E-12 1.000000000E+20 1.216184320E+00 6.119592229E-13 1.194108865E-03 
011_336 011_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.055653272E-12 1.000000000E+20 1.217728779E+00 8.953267579E-13 1.251070490E-03 
011_336_SRH 011_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.992014922E-12 1.000000000E+20 1.218062643E+00 8.943282457E-13 1.267708952E-03 
012_336 012_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.929656557E-12 1.000000000E+20 1.220159687E+00 1.306449029E-12 1.358219557E-03 
012_336_SRH 012_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.867747858E-12 1.000000000E+20 1.220391543E+00 1.305481141E-12 1.370970441E-03 
013_336 013_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.317384402E-12 1.000000000E+20 1.222980910E+00 1.904416090E-12 1.503294864E-03 
013_336_SRH 013_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.257568545E-12 1.000000000E+20 1.223143131E+00 1.903484942E-12 1.513386541E-03 
014_336 014_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.225374232E-11 1.000000000E+20 1.226118889E+00 2.773676115E-12 1.697776954E-03 
014_336_SRH 014_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.219630760E-11 1.000000000E+20 1.226233517E+00 2.772786930E-12 1.706053236E-03 
015_336 015_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.574824813E-11 1.000000000E+20 1.229459756E+00 4.037628918E-12 1.954349904E-03 
015_336_SRH 015_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.569333669E-11 1.000000000E+20 1.229541797E+00 4.036784972E-12 1.961386191E-03 
016_336 016_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.980895275E-11 1.000000000E+20 1.232881057E+00 5.877399612E-12 2.286174295E-03 
016_336_SRH 016_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.975651619E-11 1.000000000E+20 1.232940791E+00 5.876601904E-12 2.292360464E-03 
017_336 017_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.448027396E-11 1.000000000E+20 1.236277403E+00 8.559562574E-12 2.705452280E-03 
017_336_SRH 017_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.443007955E-11 1.000000000E+20 1.236321823E+00 8.558809976E-12 2.711045147E-03 
018_336 018_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.987300057E-11 1.000000000E+20 1.239574242E+00 1.247665246E-11 3.221899760E-03 
018_336_SRH 018_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.982468834E-11 1.000000000E+20 1.239608102E+00 1.247594315E-11 3.227061718E-03 
019_336 019_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.616849764E-11 1.000000000E+20 1.242735552E+00 1.820619011E-11 3.842482622E-03 
019_336_SRH 019_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.612166339E-11 1.000000000E+20 1.242762074E+00 1.820552318E-11 3.847309432E-03 
