N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.778E+15 340 2.300E-4 1.023505929E+00 1.026569456E+00
1.468000E+10 1.778E+15 340 2.300E-4 1.024279597E+00 1.026444011E+00
2.154000E+10 1.778E+15 340 2.300E-4 1.024753264E+00 1.026262576E+00
3.162000E+10 1.778E+15 340 2.300E-4 1.024960445E+00 1.026001951E+00
4.642000E+10 1.778E+15 340 2.300E-4 1.024918989E+00 1.025631291E+00
6.813000E+10 1.778E+15 340 2.300E-4 1.024628637E+00 1.025111751E+00
1.000000E+11 1.778E+15 340 2.300E-4 1.024073871E+00 1.024398749E+00
1.468000E+11 1.778E+15 340 2.300E-4 1.023233248E+00 1.023449677E+00
2.154000E+11 1.778E+15 340 2.300E-4 1.022098067E+00 1.022240768E+00
3.162000E+11 1.778E+15 340 2.300E-4 1.020702183E+00 1.020795305E+00
4.642000E+11 1.778E+15 340 2.300E-4 1.019157591E+00 1.019217916E+00
6.813000E+11 1.778E+15 340 2.300E-4 1.017675771E+00 1.017714922E+00
1.000000E+12 1.778E+15 340 2.300E-4 1.016541335E+00 1.016567255E+00
1.468000E+12 1.778E+15 340 2.300E-4 1.016022895E+00 1.016040840E+00
2.154000E+12 1.778E+15 340 2.300E-4 1.016267470E+00 1.016280735E+00
3.162000E+12 1.778E+15 340 2.300E-4 1.017266742E+00 1.017277256E+00
4.642000E+12 1.778E+15 340 2.300E-4 1.018923578E+00 1.018932399E+00
6.813000E+12 1.778E+15 340 2.300E-4 1.021148698E+00 1.021156391E+00
1.000000E+13 1.778E+15 340 2.300E-4 1.023914772E+00 1.023921641E+00
