N_Fe N_B T d n_FeB n_FeB_SRH
5.000000E+10 7.000E+15 297 1.700E-4 1.210003383E+00 1.211739014E+00
5.861000E+10 7.000E+15 297 1.700E-4 1.210319101E+00 1.211817389E+00
6.869000E+10 7.000E+15 297 1.700E-4 1.210615959E+00 1.211908715E+00
8.051000E+10 7.000E+15 297 1.700E-4 1.210899926E+00 1.212015055E+00
9.437000E+10 7.000E+15 297 1.700E-4 1.211176851E+00 1.212138735E+00
1.106000E+11 7.000E+15 297 1.700E-4 1.211452529E+00 1.212282411E+00
1.296000E+11 7.000E+15 297 1.700E-4 1.211732747E+00 1.212449074E+00
1.520000E+11 7.000E+15 297 1.700E-4 1.212046563E+00 1.212674219E+00
1.781000E+11 7.000E+15 297 1.700E-4 1.212354912E+00 1.212897265E+00
2.088000E+11 7.000E+15 297 1.700E-4 1.212685089E+00 1.213154548E+00
2.447000E+11 7.000E+15 297 1.700E-4 1.213059686E+00 1.213471086E+00
2.868000E+11 7.000E+15 297 1.700E-4 1.213451847E+00 1.213808847E+00
3.362000E+11 7.000E+15 297 1.700E-4 1.213886724E+00 1.214197447E+00
3.940000E+11 7.000E+15 297 1.700E-4 1.214366024E+00 1.214636844E+00
4.618000E+11 7.000E+15 297 1.700E-4 1.214912750E+00 1.215151661E+00
5.413000E+11 7.000E+15 297 1.700E-4 1.215508881E+00 1.215718426E+00
6.345000E+11 7.000E+15 297 1.700E-4 1.216169388E+00 1.216353772E+00
7.437000E+11 7.000E+15 297 1.700E-4 1.216905327E+00 1.217068283E+00
8.717000E+11 7.000E+15 297 1.700E-4 1.217716760E+00 1.217861353E+00
1.022000E+12 7.000E+15 297 1.700E-4 1.218620607E+00 1.218749761E+00
1.198000E+12 7.000E+15 297 1.700E-4 1.219609930E+00 1.219726125E+00
1.404000E+12 7.000E+15 297 1.700E-4 1.220684406E+00 1.220789037E+00
1.645000E+12 7.000E+15 297 1.700E-4 1.221863244E+00 1.221958133E+00
1.928000E+12 7.000E+15 297 1.700E-4 1.223125795E+00 1.223212078E+00
2.260000E+12 7.000E+15 297 1.700E-4 1.224494100E+00 1.224573140E+00
2.649000E+12 7.000E+15 297 1.700E-4 1.225955190E+00 1.226027928E+00
3.105000E+12 7.000E+15 297 1.700E-4 1.227500281E+00 1.227567530E+00
3.639000E+12 7.000E+15 297 1.700E-4 1.229137550E+00 1.229199920E+00
4.266000E+12 7.000E+15 297 1.700E-4 1.230849433E+00 1.230907371E+00
5.000000E+12 7.000E+15 297 1.700E-4 1.232642503E+00 1.232696518E+00
