fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_320 001_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 4.339597690E-29 1.000000000E+20 1.009865240E+00 8.693509155E-14 1.186267536E-02 
001_320_SRH 001_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.300291954E-28 1.000000000E+20 1.010827641E+00 7.926214082E-14 1.324622082E-02 
002_320 002_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 8.674321288E-29 1.000000000E+20 1.010147419E+00 1.235869023E-13 1.216099949E-02 
002_320_SRH 002_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 7.808314747E-28 1.000000000E+20 1.010825308E+00 1.159271927E-13 1.313034397E-02 
003_320 003_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 8.671360779E-29 1.000000000E+20 1.010349027E+00 1.769177577E-13 1.229292581E-02 
003_320_SRH 003_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 8.566056953E-29 1.000000000E+20 1.010822460E+00 1.692767082E-13 1.296359022E-02 
004_320 004_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 2.064361680E-27 1.000000000E+20 1.010490612E+00 2.542119172E-13 1.226685035E-02 
004_320_SRH 004_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.735841818E-28 1.000000000E+20 1.010819487E+00 2.465973991E-13 1.272586315E-02 
005_320 005_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.736453897E-28 1.000000000E+20 1.010589762E+00 3.656069110E-13 1.208070828E-02 
005_320_SRH 005_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.732459201E-28 1.000000000E+20 1.010817615E+00 3.580301143E-13 1.239164129E-02 
006_320 006_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 4.129588988E-27 1.000000000E+20 1.010662055E+00 5.248746761E-13 1.172312303E-02 
006_320_SRH 006_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.470721419E-28 1.000000000E+20 1.010819902E+00 5.173511309E-13 1.193145201E-02 
007_320 007_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.467571650E-28 1.000000000E+20 1.010723506E+00 7.500891761E-13 1.117974840E-02 
007_320_SRH 007_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.471821925E-28 1.000000000E+20 1.010833150E+00 7.426397997E-13 1.131756870E-02 
008_320 008_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 6.937388804E-28 1.000000000E+20 1.010794599E+00 1.063840952E-12 1.044832350E-02 
008_320_SRH 008_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.148880351E-26 1.000000000E+20 1.010871229E+00 1.056492773E-12 1.053811567E-02 
009_320 009_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 6.821530549E-28 1.000000000E+20 1.010906066E+00 1.492529307E-12 9.567908431E-03 
009_320_SRH 009_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 6.922343854E-28 1.000000000E+20 1.010960211E+00 1.485315294E-12 9.625387949E-03 
010_320 010_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 6.752608154E-26 1.000000000E+20 1.011105859E+00 2.064398070E-12 8.665477191E-03 
010_320_SRH 010_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.314397980E-26 1.000000000E+20 1.011144789E+00 2.057355205E-12 8.701684533E-03 
011_320 011_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.830482298E-12 1.000000000E+20 1.040913877E+00 9.954658906E-13 7.773028025E-03 
011_320_SRH 011_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.822936614E-12 1.000000000E+20 1.040864475E+00 9.961236063E-13 7.796598405E-03 
012_320 012_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 2.812895069E-12 1.000000000E+20 1.072894368E+00 9.880991981E-13 6.811775537E-03 
012_320_SRH 012_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 2.806208951E-12 1.000000000E+20 1.072870079E+00 9.881409202E-13 6.826926611E-03 
013_320 013_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.815927589E-12 1.000000000E+20 1.102490024E+00 1.205216957E-12 5.917920989E-03 
013_320_SRH 013_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.809619394E-12 1.000000000E+20 1.102482131E+00 1.205141953E-12 5.927601643E-03 
014_320 014_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 4.924709761E-12 1.000000000E+20 1.127171448E+00 1.604640893E-12 5.221564106E-03 
014_320_SRH 014_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 4.918693573E-12 1.000000000E+20 1.127173014E+00 1.604532433E-12 5.227824233E-03 
015_320 015_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 6.168789183E-12 1.000000000E+20 1.146333901E+00 2.227845777E-12 4.786931379E-03 
015_320_SRH 015_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 6.163019689E-12 1.000000000E+20 1.146339936E+00 2.227726073E-12 4.791125916E-03 
016_320 016_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 7.582835996E-12 1.000000000E+20 1.160943693E+00 3.158761707E-12 4.598586565E-03 
016_320_SRH 016_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 7.577268175E-12 1.000000000E+20 1.160951185E+00 3.158637943E-12 4.601549569E-03 
017_320 017_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 9.217899982E-12 1.000000000E+20 1.172397656E+00 4.529292310E-12 4.603722655E-03 
017_320_SRH 017_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 9.212488013E-12 1.000000000E+20 1.172405119E+00 4.529166904E-12 4.605937885E-03 
018_320 018_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.113856412E-11 1.000000000E+20 1.181770808E+00 6.538126262E-12 4.758540548E-03 
018_320_SRH 018_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.113326713E-11 1.000000000E+20 1.181777666E+00 6.537999741E-12 4.760283944E-03 
019_320 019_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.341666687E-11 1.000000000E+20 1.189681132E+00 9.480934832E-12 5.047816291E-03 
019_320_SRH 019_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.341145357E-11 1.000000000E+20 1.189687237E+00 9.480807169E-12 5.049250501E-03 
