fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_305 001_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 3.262464088E-15 1.000000000E+20 1.200729539E+00 1.253807176E-15 4.646962378E-03 
001_305_SRH 001_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 2.419468217E-15 1.000000000E+20 1.205575747E+00 1.240047518E-15 6.100931804E-03 
002_305 002_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 8.417286294E-15 1.000000000E+20 1.204021161E+00 3.933176650E-15 5.598371562E-03 
002_305_SRH 002_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 7.577923833E-15 1.000000000E+20 1.205758513E+00 3.920378805E-15 6.149860881E-03 
003_305 003_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 2.409222132E-14 1.000000000E+20 1.205608764E+00 1.240038181E-14 6.119275623E-03 
003_305_SRH 003_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 2.326342736E-14 1.000000000E+20 1.206180664E+00 1.238769998E-14 6.311380989E-03 
004_305 004_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 6.825613247E-14 1.000000000E+20 1.207235665E+00 3.910509532E-14 6.741145043E-03 
004_305_SRH 004_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 6.745596853E-14 1.000000000E+20 1.207424929E+00 3.909298128E-14 6.810866241E-03 
005_305 005_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 1.717338649E-13 1.000000000E+20 1.210649300E+00 1.230924652E-13 8.200672439E-03 
005_305_SRH 005_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 1.709958662E-13 1.000000000E+20 1.210718738E+00 1.230821935E-13 8.230478425E-03 
006_305 006_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 3.526403180E-13 1.000000000E+20 1.217492163E+00 3.871029018E-13 1.163645543E-02 
006_305_SRH 006_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 3.519871514E-13 1.000000000E+20 1.217523911E+00 3.870968248E-13 1.165324256E-02 
007_305 007_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 6.180089158E-13 1.000000000E+20 1.228063121E+00 1.222327213E-12 1.787700424E-02 
007_305_SRH 007_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 6.174195474E-13 1.000000000E+20 1.228081847E+00 1.222330984E-12 1.788854476E-02 
