N_Fe N_B T d n_FeB n_FeB_SRH
1.300000E+10 3.162E+16 325 1.800E-4 1.207231991E+00 1.229655119E+00
2.471000E+10 3.162E+16 325 1.800E-4 1.217892850E+00 1.230303160E+00
4.696000E+10 3.162E+16 325 1.800E-4 1.224777798E+00 1.231470089E+00
8.927000E+10 3.162E+16 325 1.800E-4 1.229938913E+00 1.233481653E+00
1.697000E+11 3.162E+16 325 1.800E-4 1.234856188E+00 1.236707136E+00
3.225000E+11 3.162E+16 325 1.800E-4 1.240386444E+00 1.241348764E+00
6.130000E+11 3.162E+16 325 1.800E-4 1.246659202E+00 1.247166594E+00
1.165000E+12 3.162E+16 325 1.800E-4 1.253231048E+00 1.253511416E+00
2.214000E+12 3.162E+16 325 1.800E-4 1.259628028E+00 1.259795918E+00
4.209000E+12 3.162E+16 325 1.800E-4 1.265751692E+00 1.265862073E+00
8.000000E+12 3.162E+16 325 1.800E-4 1.271817270E+00 1.271896007E+00
