fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_333 001_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 3.523912125E-13 1.000000000E+20 1.221875810E+00 3.105136270E-14 8.440476430E-05 
001_333_SRH 001_333_srh.dat 333 34.817 1.000000000E+00 0.000000000E+00 2.857901450E-13 1.000000000E+20 1.231971682E+00 3.006333852E-14 1.089708003E-04 
002_333 002_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 3.941626019E-13 1.000000000E+20 1.224264692E+00 3.610843203E-14 8.946646038E-05 
002_333_SRH 002_333_srh.dat 333 34.817 1.000000000E+00 0.000000000E+00 3.283769404E-13 1.000000000E+20 1.232904254E+00 3.513848367E-14 1.116244369E-04 
003_333 003_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 4.411679190E-13 1.000000000E+20 1.226570585E+00 4.200790335E-14 9.471335731E-05 
003_333_SRH 003_333_srh.dat 333 34.817 1.000000000E+00 0.000000000E+00 3.762889177E-13 1.000000000E+20 1.233952729E+00 4.105729954E-14 1.147065452E-04 
004_333 004_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 4.937930021E-13 1.000000000E+20 1.228825751E+00 4.888715927E-14 1.002203189E-04 
004_333_SRH 004_333_srh.dat 333 34.817 1.000000000E+00 0.000000000E+00 4.299145567E-13 1.000000000E+20 1.235124505E+00 4.795726354E-14 1.182805926E-04 
005_333 005_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 5.523892569E-13 1.000000000E+20 1.231058312E+00 5.690582881E-14 1.060733208E-04 
005_333_SRH 005_333_srh.dat 333 34.817 1.000000000E+00 0.000000000E+00 4.896059101E-13 1.000000000E+20 1.236425503E+00 5.599805593E-14 1.224180244E-04 
006_333 006_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 6.172619216E-13 1.000000000E+20 1.233291802E+00 6.624958543E-14 1.123677371E-04 
006_333_SRH 006_333_srh.dat 333 34.817 1.000000000E+00 0.000000000E+00 5.556664281E-13 1.000000000E+20 1.237859514E+00 6.536534663E-14 1.271976953E-04 
007_333 007_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 6.886614746E-13 1.000000000E+20 1.235544971E+00 7.713462421E-14 1.192075810E-04 
007_333_SRH 007_333_srh.dat 333 34.817 1.000000000E+00 0.000000000E+00 6.283419882E-13 1.000000000E+20 1.239427689E+00 7.627527226E-14 1.327062765E-04 
008_333 008_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 7.667798548E-13 1.000000000E+20 1.237831110E+00 8.981307651E-14 1.267045487E-04 
008_333_SRH 008_333_srh.dat 333 34.817 1.000000000E+00 0.000000000E+00 7.078169081E-13 1.000000000E+20 1.241128092E+00 8.897984689E-14 1.390375398E-04 
