N_Fe N_B T d n_Fe n_Fe_SRH
1.100000E+12 2.500E+15 312 2.200E-4 1.211456921E+00 1.211485714E+00
1.302000E+12 2.500E+15 312 2.200E-4 1.214221906E+00 1.214247685E+00
1.540000E+12 2.500E+15 312 2.200E-4 1.216822761E+00 1.216845925E+00
1.822000E+12 2.500E+15 312 2.200E-4 1.219264106E+00 1.219284990E+00
2.156000E+12 2.500E+15 312 2.200E-4 1.221558497E+00 1.221577382E+00
2.551000E+12 2.500E+15 312 2.200E-4 1.223723327E+00 1.223740451E+00
3.018000E+12 2.500E+15 312 2.200E-4 1.225777957E+00 1.225793537E+00
3.571000E+12 2.500E+15 312 2.200E-4 1.227741439E+00 1.227755676E+00
4.226000E+12 2.500E+15 312 2.200E-4 1.229631120E+00 1.229644181E+00
5.000000E+12 2.500E+15 312 2.200E-4 1.231461928E+00 1.231473943E+00
