N_Fe N_B T d n_FeB n_FeB_SRH
1.100000E+12 2.500E+15 312 2.200E-4 1.210888183E+00 1.210940174E+00
1.302000E+12 2.500E+15 312 2.200E-4 1.211698061E+00 1.211743354E+00
1.540000E+12 2.500E+15 312 2.200E-4 1.212573009E+00 1.212612656E+00
1.822000E+12 2.500E+15 312 2.200E-4 1.213512583E+00 1.213547481E+00
2.156000E+12 2.500E+15 312 2.200E-4 1.214515598E+00 1.214546489E+00
2.551000E+12 2.500E+15 312 2.200E-4 1.215580192E+00 1.215607710E+00
3.018000E+12 2.500E+15 312 2.200E-4 1.216703958E+00 1.216728632E+00
3.571000E+12 2.500E+15 312 2.200E-4 1.217884097E+00 1.217906358E+00
4.226000E+12 2.500E+15 312 2.200E-4 1.219117579E+00 1.219137795E+00
5.000000E+12 2.500E+15 312 2.200E-4 1.220401371E+00 1.220419840E+00
