fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_320 001_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.906383039E-13 1.000000000E+20 1.221501202E+00 3.975796300E-14 3.246323514E-04 
001_320_SRH 001_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.820835613E-13 1.000000000E+20 1.222636181E+00 3.962583298E-14 3.402353761E-04 
002_320 002_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.160653819E-13 1.000000000E+20 1.224253995E+00 7.344426242E-14 3.652256149E-04 
002_320_SRH 002_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.078954770E-13 1.000000000E+20 1.224865498E+00 7.331956685E-14 3.750140451E-04 
003_320 003_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 5.013166385E-13 1.000000000E+20 1.227786304E+00 1.354375646E-13 4.287546115E-04 
003_320_SRH 003_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 4.936662524E-13 1.000000000E+20 1.228118308E+00 1.353231101E-13 4.353421504E-04 
004_320 004_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 7.516151243E-13 1.000000000E+20 1.232231623E+00 2.495008804E-13 5.298876660E-04 
004_320_SRH 004_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 7.445689587E-13 1.000000000E+20 1.232416522E+00 2.493991267E-13 5.347296491E-04 
005_320 005_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.069634514E-12 1.000000000E+20 1.237297388E+00 4.598311366E-13 6.837700471E-04 
005_320_SRH 005_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.063165338E-12 1.000000000E+20 1.237406225E+00 4.597434448E-13 6.876489904E-04 
006_320 006_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.470676790E-12 1.000000000E+20 1.242624843E+00 8.491893717E-13 9.016088180E-04 
006_320_SRH 006_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.464665372E-12 1.000000000E+20 1.242694385E+00 8.491169946E-13 9.049113059E-04 
007_320 007_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.989920313E-12 1.000000000E+20 1.248052325E+00 1.572469011E-12 1.189839268E-03 
007_320_SRH 007_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.984224124E-12 1.000000000E+20 1.248100800E+00 1.572415320E-12 1.192732146E-03 
