N_Fe N_B T d n_FeB n_FeB_SRH
1.100000E+10 2.500E+15 302 2.200E-4 1.199397922E+00 1.202974440E+00
1.302000E+10 2.500E+15 302 2.200E-4 1.199921580E+00 1.202988535E+00
1.540000E+10 2.500E+15 302 2.200E-4 1.200379463E+00 1.203005194E+00
1.822000E+10 2.500E+15 302 2.200E-4 1.200780138E+00 1.203024866E+00
2.156000E+10 2.500E+15 302 2.200E-4 1.201131530E+00 1.203048100E+00
2.551000E+10 2.500E+15 302 2.200E-4 1.201440917E+00 1.203075529E+00
3.018000E+10 2.500E+15 302 2.200E-4 1.201715049E+00 1.203107900E+00
3.571000E+10 2.500E+15 302 2.200E-4 1.201960116E+00 1.203146087E+00
4.226000E+10 2.500E+15 302 2.200E-4 1.202181879E+00 1.203191102E+00
5.000000E+10 2.500E+15 302 2.200E-4 1.202385690E+00 1.203244145E+00
