N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
1.000000E+10 1.000E+15 295 1.800E-4 7.247181E-1 3.012240E+1 5.160270E-1 8.054670E+1 7.256817E-1 3.024340E+1 5.150170E-1 8.092150E+1 1.3278549E-01 4.0008729E-01 -1.9611003E-01 4.6316492E-01
1.468000E+10 1.000E+15 295 1.800E-4 7.238177E-1 2.999030E+1 5.156060E-1 8.035880E+1 7.252332E-1 3.016500E+1 5.141800E-1 8.089290E+1 1.9517860E-01 5.7914802E-01 -2.7733479E-01 6.6025572E-01
2.154000E+10 1.000E+15 295 1.800E-4 7.225030E-1 2.980370E+1 5.149830E-1 8.010100E+1 7.245767E-1 3.005360E+1 5.130060E-1 8.085180E+1 2.8619468E-01 8.3151436E-01 -3.8537561E-01 9.2861260E-01
3.162000E+10 1.000E+15 295 1.800E-4 7.205882E-1 2.954510E+1 5.140590E-1 7.976010E+1 7.236172E-1 2.989740E+1 5.113840E-1 8.079380E+1 4.1859149E-01 1.1783633E+00 -5.2309028E-01 1.2794299E+00
4.642000E+10 1.000E+15 295 1.800E-4 7.178092E-1 2.919260E+1 5.126810E-1 7.932630E+1 7.222175E-1 2.968230E+1 5.091410E-1 8.072190E+1 6.1038399E-01 1.6498048E+00 -6.9528873E-01 1.7288988E+00
6.813000E+10 1.000E+15 295 1.800E-4 7.137970E-1 2.872510E+1 5.106100E-1 7.881300E+1 7.201815E-1 2.939160E+1 5.061120E-1 8.063720E+1 8.8651264E-01 2.2676547E+00 -8.8873609E-01 2.2622313E+00
1.000000E+11 1.000E+15 295 1.800E-4 7.080473E-1 2.812400E+1 5.073360E-1 7.829230E+1 7.172323E-1 2.900800E+1 5.023180E-1 8.051550E+1 1.2806172E+00 3.0474352E+00 -9.9896878E-01 2.7612075E+00
1.468000E+11 1.000E+15 295 1.800E-4 6.998958E-1 2.736960E+1 5.024070E-1 7.783590E+1 7.129855E-1 2.851380E+1 4.975710E-1 8.037490E+1 1.8358999E+00 4.0127938E+00 -9.7192160E-01 3.1589464E+00
2.154000E+11 1.000E+15 295 1.800E-4 6.885137E-1 2.644910E+1 4.950030E-1 7.760520E+1 7.069227E-1 2.789210E+1 4.919520E-1 8.020230E+1 2.6041037E+00 5.1735079E+00 -6.2018246E-01 3.2381864E+00
3.162000E+11 1.000E+15 295 1.800E-4 6.729541E-1 2.534740E+1 4.849430E-1 7.767080E+1 6.983718E-1 2.712650E+1 4.854480E-1 8.001380E+1 3.6395656E+00 6.5585313E+00 1.0402762E-01 2.9282449E+00
4.642000E+11 1.000E+15 295 1.800E-4 6.522890E-1 2.405490E+1 4.733370E-1 7.790990E+1 6.865150E-1 2.620100E+1 4.783240E-1 7.978960E+1 4.9854701E+00 8.1909087E+00 1.0425987E+00 2.3558208E+00
6.813000E+11 1.000E+15 295 1.800E-4 6.258651E-1 2.257370E+1 4.618050E-1 7.810240E+1 6.704524E-1 2.510150E+1 4.706890E-1 7.954230E+1 6.6503304E+00 1.0070315E+01 1.8874459E+00 1.8102318E+00
1.000000E+12 1.000E+15 295 1.800E-4 5.936420E-1 2.092860E+1 4.511060E-1 7.815130E+1 6.493541E-1 2.381960E+1 4.626530E-1 7.928630E+1 8.5796178E+00 1.2137064E+01 2.4958230E+00 1.4315210E+00
1.468000E+12 1.000E+15 295 1.800E-4 5.564583E-1 1.917000E+1 4.413150E-1 7.806240E+1 6.227122E-1 2.236040E+1 4.544850E-1 7.900830E+1 1.0639570E+01 1.4268081E+01 2.8977854E+00 1.1972160E+00
2.154000E+12 1.000E+15 295 1.800E-4 5.159834E-1 1.736980E+1 4.322850E-1 7.787360E+1 5.906338E-1 2.074980E+1 4.463400E-1 7.870990E+1 1.2639033E+01 1.6289314E+01 3.1489448E+00 1.0625093E+00
3.162000E+12 1.000E+15 295 1.800E-4 4.742464E-1 1.560140E+1 4.238360E-1 7.761810E+1 5.540223E-1 1.903740E+1 4.383410E-1 7.839140E+1 1.4399402E+01 1.8048683E+01 3.3090676E+00 9.8646025E-01
4.642000E+12 1.000E+15 295 1.800E-4 4.329725E-1 1.391830E+1 4.157810E-1 7.731470E+1 5.144627E-1 1.728900E+1 4.305290E-1 7.805750E+1 1.5839866E+01 1.9496211E+01 3.4255532E+00 9.5160619E-01
6.813000E+12 1.000E+15 295 1.800E-4 3.931654E-1 1.234460E+1 4.079340E-1 7.696830E+1 4.737761E-1 1.556950E+1 4.228130E-1 7.772370E+1 1.7014514E+01 2.0712932E+01 3.5190498E+00 9.7190432E-01
1.000000E+13 1.000E+15 295 1.800E-4 3.551601E-1 1.088200E+1 4.001190E-1 7.657660E+1 4.334693E-1 1.392550E+1 4.152440E-1 7.736590E+1 1.8065685E+01 2.1855589E+01 3.6424367E+00 1.0202169E+00
1.468000E+13 1.000E+15 295 1.800E-4 3.189777E-1 9.524400E+0 3.920720E-1 7.615720E+1 3.944160E-1 1.237850E+1 4.077370E-1 7.697190E+1 1.9126582E+01 2.3056913E+01 3.8419373E+00 1.0584382E+00
2.154000E+13 1.000E+15 295 1.800E-4 2.846538E-1 8.268100E+0 3.838020E-1 7.568040E+1 3.569247E-1 1.093110E+1 4.001750E-1 7.653100E+1 2.0248220E+01 2.4361684E+01 4.0914600E+00 1.1114450E+00
3.162000E+13 1.000E+15 295 1.800E-4 2.523575E-1 7.114600E+0 3.752390E-1 7.513280E+1 3.210494E-1 9.579700E+0 3.923150E-1 7.605800E+1 2.1396053E+01 2.5732539E+01 4.3526248E+00 1.2164401E+00
4.642000E+13 1.000E+15 295 1.800E-4 2.223379E-1 6.067700E+0 3.663100E-1 7.450080E+1 2.868717E-1 8.323200E+0 3.842090E-1 7.551500E+1 2.2495701E+01 2.7098952E+01 4.6586623E+00 1.3430444E+00
6.813000E+13 1.000E+15 295 1.800E-4 1.948258E-1 5.129600E+0 3.569210E-1 7.376770E+1 2.545990E-1 7.164800E+0 3.758050E-1 7.488350E+1 2.3477390E+01 2.8405538E+01 5.0249464E+00 1.4900479E+00
1.000000E+14 1.000E+15 295 1.800E-4 1.699700E-1 4.299300E+0 3.469340E-1 7.290910E+1 2.245077E-1 6.110100E+0 3.670520E-1 7.414580E+1 2.4292129E+01 2.9636176E+01 5.4809673E+00 1.6679299E+00
1.000000E+10 1.000E+15 300 1.800E-4 7.276577E-1 2.932380E+1 5.039580E-1 7.996490E+1 7.286499E-1 2.945130E+1 5.029910E-1 8.035740E+1 1.3616965E-01 4.3291807E-01 -1.9224996E-01 4.8844288E-01
1.468000E+10 1.000E+15 300 1.800E-4 7.267643E-1 2.918920E+1 5.035170E-1 7.976540E+1 7.282161E-1 2.937260E+1 5.021520E-1 8.032450E+1 1.9936390E-01 6.2439144E-01 -2.7183004E-01 6.9605164E-01
2.154000E+10 1.000E+15 300 1.800E-4 7.254599E-1 2.899980E+1 5.028650E-1 7.949340E+1 7.275811E-1 2.926110E+1 5.009720E-1 8.027790E+1 2.9154138E-01 8.9299445E-01 -3.7786543E-01 9.7723035E-01
3.162000E+10 1.000E+15 300 1.800E-4 7.235601E-1 2.873680E+1 5.018950E-1 7.913190E+1 7.266530E-1 2.910490E+1 4.992970E-1 8.021960E+1 4.2563645E-01 1.2647355E+00 -5.2033159E-01 1.3559030E+00
4.642000E+10 1.000E+15 300 1.800E-4 7.208033E-1 2.837980E+1 5.004440E-1 7.867530E+1 7.252988E-1 2.888990E+1 4.969700E-1 8.014900E+1 6.1981352E-01 1.7656690E+00 -6.9903616E-01 1.8387004E+00
6.813000E+10 1.000E+15 300 1.800E-4 7.168235E-1 2.790930E+1 4.981620E-1 7.815670E+1 7.233287E-1 2.859990E+1 4.939460E-1 8.004770E+1 8.9934217E-01 2.4146938E+00 -8.5353460E-01 2.3623415E+00
1.000000E+11 1.000E+15 300 1.800E-4 7.111214E-1 2.730500E+1 4.947180E-1 7.761420E+1 7.204739E-1 2.821800E+1 4.901290E-1 7.990930E+1 1.2981039E+00 3.2355234E+00 -9.3628412E-01 2.8721313E+00
1.468000E+11 1.000E+15 300 1.800E-4 7.030392E-1 2.655330E+1 4.895380E-1 7.715290E+1 7.163613E-1 2.772750E+1 4.852390E-1 7.976690E+1 1.8596901E+00 4.2347850E+00 -8.8595517E-01 3.2770485E+00
2.154000E+11 1.000E+15 300 1.800E-4 6.917574E-1 2.563900E+1 4.817620E-1 7.693340E+1 7.104862E-1 2.711260E+1 4.795590E-1 7.957450E+1 2.6360540E+00 5.4351114E+00 -4.5938039E-01 3.3190281E+00
3.162000E+11 1.000E+15 300 1.800E-4 6.763412E-1 2.455260E+1 4.713700E-1 7.701420E+1 7.021926E-1 2.635870E+1 4.729230E-1 7.937380E+1 3.6815256E+00 6.8520071E+00 3.2838327E-01 2.9727694E+00
4.642000E+11 1.000E+15 300 1.800E-4 6.558761E-1 2.328570E+1 4.595980E-1 7.724850E+1 6.906783E-1 2.545150E+1 4.656040E-1 7.914480E+1 5.0388437E+00 8.5095181E+00 1.2899374E+00 2.3959881E+00
6.813000E+11 1.000E+15 300 1.800E-4 6.297202E-1 2.184190E+1 4.479990E-1 7.742230E+1 6.750530E-1 2.437870E+1 4.577970E-1 7.888610E+1 6.7154431E+00 1.0405805E+01 2.1402499E+00 1.8555867E+00
1.000000E+12 1.000E+15 300 1.800E-4 5.978357E-1 2.024520E+1 4.372410E-1 7.744960E+1 6.544832E-1 2.313320E+1 4.496840E-1 7.860120E+1 8.6553024E+00 1.2484222E+01 2.7670542E+00 1.4651176E+00
1.468000E+12 1.000E+15 300 1.800E-4 5.610447E-1 1.854460E+1 4.273890E-1 7.733880E+1 6.284353E-1 2.171970E+1 4.413550E-1 7.830800E+1 1.0723554E+01 1.4618526E+01 3.1643462E+00 1.2376769E+00
2.154000E+12 1.000E+15 300 1.800E-4 5.209784E-1 1.680830E+1 4.183180E-1 7.712560E+1 5.969661E-1 2.016270E+1 4.330240E-1 7.799890E+1 1.2728981E+01 1.6636661E+01 3.3961166E+00 1.1196312E+00
3.162000E+12 1.000E+15 300 1.800E-4 4.796127E-1 1.510460E+1 4.098570E-1 7.684000E+1 5.609135E-1 1.850870E+1 4.248320E-1 7.767200E+1 1.4494356E+01 1.8391891E+01 3.5249228E+00 1.0711711E+00
4.642000E+12 1.000E+15 300 1.800E-4 4.386228E-1 1.348290E+1 4.017110E-1 7.652060E+1 5.218029E-1 1.681980E+1 4.168550E-1 7.732660E+1 1.5940904E+01 1.9839118E+01 3.6329179E+00 1.0423321E+00
6.813000E+12 1.000E+15 300 1.800E-4 3.989799E-1 1.196490E+1 3.937370E-1 7.616420E+1 4.814225E-1 1.515730E+1 4.091110E-1 7.695820E+1 1.7124792E+01 2.1061799E+01 3.7579043E+00 1.0317289E+00
1.000000E+13 1.000E+15 300 1.800E-4 3.610083E-1 1.055160E+1 3.857770E-1 7.576440E+1 4.412767E-1 1.356590E+1 4.014530E-1 7.657820E+1 1.8190038E+01 2.2219683E+01 3.9048158E+00 1.0627045E+00
1.468000E+13 1.000E+15 300 1.800E-4 3.247356E-1 9.237200E+0 3.776950E-1 7.531270E+1 4.022541E-1 1.206660E+1 3.937900E-1 7.617640E+1 1.9271028E+01 2.3448196E+01 4.0872038E+00 1.1338157E+00
2.154000E+13 1.000E+15 300 1.800E-4 2.902137E-1 8.018700E+0 3.693900E-1 7.479950E+1 3.646784E-1 1.066180E+1 3.860680E-1 7.572830E+1 2.0419279E+01 2.4790373E+01 4.3199644E+00 1.2264900E+00
3.162000E+13 1.000E+15 300 1.800E-4 2.576332E-1 6.898100E+0 3.607310E-1 7.422450E+1 3.286113E-1 9.348000E+0 3.781850E-1 7.522010E+1 2.1599409E+01 2.6207745E+01 4.6152016E+00 1.3235824E+00
4.642000E+13 1.000E+15 300 1.800E-4 2.272663E-1 5.879900E+0 3.516610E-1 7.357160E+1 2.941400E-1 8.124200E+0 3.700540E-1 7.463830E+1 2.2735330E+01 2.7624874E+01 4.9703557E+00 1.4291590E+00
6.813000E+13 1.000E+15 300 1.800E-4 1.993657E-1 4.966500E+0 3.421290E-1 7.281320E+1 2.614825E-1 6.994000E+0 3.615130E-1 7.398790E+1 2.3755624E+01 2.8989134E+01 5.3619095E+00 1.5876920E+00
