N_Fe N_B T d n_FeB n_FeB_SRH
5.000000E+10 7.000E+15 333 1.700E-4 1.220528090E+00 1.223893640E+00
5.861000E+10 7.000E+15 333 1.700E-4 1.221115322E+00 1.223996747E+00
6.869000E+10 7.000E+15 333 1.700E-4 1.221650576E+00 1.224116495E+00
8.051000E+10 7.000E+15 333 1.700E-4 1.222145803E+00 1.224255464E+00
9.437000E+10 7.000E+15 333 1.700E-4 1.222612032E+00 1.224416392E+00
1.106000E+11 7.000E+15 333 1.700E-4 1.223059498E+00 1.224602392E+00
1.296000E+11 7.000E+15 333 1.700E-4 1.223497845E+00 1.224816938E+00
1.520000E+11 7.000E+15 333 1.700E-4 1.223936120E+00 1.225063780E+00
1.781000E+11 7.000E+15 333 1.700E-4 1.224383000E+00 1.225346932E+00
2.088000E+11 7.000E+15 333 1.700E-4 1.224846746E+00 1.225670713E+00
2.447000E+11 7.000E+15 333 1.700E-4 1.225335197E+00 1.226039585E+00
2.868000E+11 7.000E+15 333 1.700E-4 1.225855903E+00 1.226458125E+00
3.362000E+11 7.000E+15 333 1.700E-4 1.226415849E+00 1.226930812E+00
3.940000E+11 7.000E+15 333 1.700E-4 1.227021480E+00 1.227461985E+00
4.618000E+11 7.000E+15 333 1.700E-4 1.227678638E+00 1.228055565E+00
5.413000E+11 7.000E+15 333 1.700E-4 1.228392205E+00 1.228714884E+00
6.345000E+11 7.000E+15 333 1.700E-4 1.229166073E+00 1.229442487E+00
7.437000E+11 7.000E+15 333 1.700E-4 1.230002899E+00 1.230239882E+00
8.717000E+11 7.000E+15 333 1.700E-4 1.230904020E+00 1.231107379E+00
1.022000E+12 7.000E+15 333 1.700E-4 1.231869255E+00 1.232043963E+00
1.198000E+12 7.000E+15 333 1.700E-4 1.232896881E+00 1.233047199E+00
1.404000E+12 7.000E+15 333 1.700E-4 1.233983679E+00 1.234113250E+00
1.645000E+12 7.000E+15 333 1.700E-4 1.235124998E+00 1.235236926E+00
1.928000E+12 7.000E+15 333 1.700E-4 1.236314990E+00 1.236411897E+00
2.260000E+12 7.000E+15 333 1.700E-4 1.237546775E+00 1.237630933E+00
2.649000E+12 7.000E+15 333 1.700E-4 1.238812898E+00 1.238886237E+00
3.105000E+12 7.000E+15 333 1.700E-4 1.240105617E+00 1.240169757E+00
3.639000E+12 7.000E+15 333 1.700E-4 1.241417290E+00 1.241473647E+00
4.266000E+12 7.000E+15 333 1.700E-4 1.242740832E+00 1.242790562E+00
5.000000E+12 7.000E+15 333 1.700E-4 1.244069971E+00 1.244114072E+00
