N_Fe N_B T d n_Fe n_Fe_SRH
5.000000E+10 7.000E+15 333 1.700E-4 1.166755723E+00 1.168377485E+00
5.861000E+10 7.000E+15 333 1.700E-4 1.167932159E+00 1.169316509E+00
6.869000E+10 7.000E+15 333 1.700E-4 1.169216575E+00 1.170398535E+00
8.051000E+10 7.000E+15 333 1.700E-4 1.170632349E+00 1.171641805E+00
9.437000E+10 7.000E+15 333 1.700E-4 1.172203175E+00 1.173065670E+00
1.106000E+11 7.000E+15 333 1.700E-4 1.173952887E+00 1.174690165E+00
1.296000E+11 7.000E+15 333 1.700E-4 1.175904795E+00 1.176535502E+00
1.520000E+11 7.000E+15 333 1.700E-4 1.178081151E+00 1.178621138E+00
1.781000E+11 7.000E+15 333 1.700E-4 1.180501994E+00 1.180964830E+00
2.088000E+11 7.000E+15 333 1.700E-4 1.183183975E+00 1.183581210E+00
2.447000E+11 7.000E+15 333 1.700E-4 1.186138704E+00 1.186480234E+00
2.868000E+11 7.000E+15 333 1.700E-4 1.189371167E+00 1.189665403E+00
3.362000E+11 7.000E+15 333 1.700E-4 1.192877882E+00 1.193132011E+00
3.940000E+11 7.000E+15 333 1.700E-4 1.196645271E+00 1.196865387E+00
4.618000E+11 7.000E+15 333 1.700E-4 1.200648430E+00 1.200839728E+00
5.413000E+11 7.000E+15 333 1.700E-4 1.204850697E+00 1.205017587E+00
6.345000E+11 7.000E+15 333 1.700E-4 1.209204159E+00 1.209350338E+00
7.437000E+11 7.000E+15 333 1.700E-4 1.213651524E+00 1.213780090E+00
8.717000E+11 7.000E+15 333 1.700E-4 1.218129226E+00 1.218242765E+00
1.022000E+12 7.000E+15 333 1.700E-4 1.222571649E+00 1.222672305E+00
1.198000E+12 7.000E+15 333 1.700E-4 1.226916082E+00 1.227005642E+00
1.404000E+12 7.000E+15 333 1.700E-4 1.231107471E+00 1.231187399E+00
1.645000E+12 7.000E+15 333 1.700E-4 1.235102465E+00 1.235173947E+00
1.928000E+12 7.000E+15 333 1.700E-4 1.238871792E+00 1.238935872E+00
2.260000E+12 7.000E+15 333 1.700E-4 1.242401038E+00 1.242458546E+00
2.649000E+12 7.000E+15 333 1.700E-4 1.245689293E+00 1.245740964E+00
3.105000E+12 7.000E+15 333 1.700E-4 1.248746703E+00 1.248793177E+00
3.639000E+12 7.000E+15 333 1.700E-4 1.251591073E+00 1.251632923E+00
4.266000E+12 7.000E+15 333 1.700E-4 1.254244492E+00 1.254282226E+00
5.000000E+12 7.000E+15 333 1.700E-4 1.256730377E+00 1.256764466E+00
