T file kT1 TDD TDD1 TDD11 TDD111 d N_B
335 001_335 34.61 1.300000E+10 1.300000E+10 1.300000E+10 1.300000E+10 1.800E-4 1.000E+16
335 002_335 34.61 2.471000E+10 2.471000E+10 2.471000E+10 2.471000E+10 1.800E-4 1.000E+16
335 003_335 34.61 4.696000E+10 4.696000E+10 4.696000E+10 4.696000E+10 1.800E-4 1.000E+16
335 004_335 34.61 8.927000E+10 8.927000E+10 8.927000E+10 8.927000E+10 1.800E-4 1.000E+16
335 005_335 34.61 1.697000E+11 1.697000E+11 1.697000E+11 1.697000E+11 1.800E-4 1.000E+16
335 006_335 34.61 3.225000E+11 3.225000E+11 3.225000E+11 3.225000E+11 1.800E-4 1.000E+16
335 007_335 34.61 6.130000E+11 6.130000E+11 6.130000E+11 6.130000E+11 1.800E-4 1.000E+16
335 008_335 34.61 1.165000E+12 1.165000E+12 1.165000E+12 1.165000E+12 1.800E-4 1.000E+16
335 009_335 34.61 2.214000E+12 2.214000E+12 2.214000E+12 2.214000E+12 1.800E-4 1.000E+16
335 010_335 34.61 4.209000E+12 4.209000E+12 4.209000E+12 4.209000E+12 1.800E-4 1.000E+16
335 011_335 34.61 8.000000E+12 8.000000E+12 8.000000E+12 8.000000E+12 1.800E-4 1.000E+16
