N_Fe N_B T d n_FeB n_FeB_SRH
5.000000E+10 7.000E+15 309 1.700E-4 1.216422961E+00 1.218309876E+00
5.861000E+10 7.000E+15 309 1.700E-4 1.216755238E+00 1.218377349E+00
6.869000E+10 7.000E+15 309 1.700E-4 1.217062143E+00 1.218455937E+00
8.051000E+10 7.000E+15 309 1.700E-4 1.217350168E+00 1.218547388E+00
9.437000E+10 7.000E+15 309 1.700E-4 1.217625516E+00 1.218653657E+00
1.106000E+11 7.000E+15 309 1.700E-4 1.217894088E+00 1.218777000E+00
1.296000E+11 7.000E+15 309 1.700E-4 1.218161656E+00 1.218919930E+00
1.520000E+11 7.000E+15 309 1.700E-4 1.218433836E+00 1.219085242E+00
1.781000E+11 7.000E+15 309 1.700E-4 1.218716224E+00 1.219276064E+00
2.088000E+11 7.000E+15 309 1.700E-4 1.219014352E+00 1.219495806E+00
2.447000E+11 7.000E+15 309 1.700E-4 1.219333796E+00 1.219748181E+00
2.868000E+11 7.000E+15 309 1.700E-4 1.219680128E+00 1.220037164E+00
3.362000E+11 7.000E+15 309 1.700E-4 1.220058916E+00 1.220366960E+00
3.940000E+11 7.000E+15 309 1.700E-4 1.220475731E+00 1.220741931E+00
4.618000E+11 7.000E+15 309 1.700E-4 1.220936018E+00 1.221166504E+00
5.413000E+11 7.000E+15 309 1.700E-4 1.221445087E+00 1.221645104E+00
6.345000E+11 7.000E+15 309 1.700E-4 1.222007928E+00 1.222181982E+00
7.437000E+11 7.000E+15 309 1.700E-4 1.222629166E+00 1.222781101E+00
8.717000E+11 7.000E+15 309 1.700E-4 1.223312897E+00 1.223446002E+00
1.022000E+12 7.000E+15 309 1.700E-4 1.224062584E+00 1.224179655E+00
1.198000E+12 7.000E+15 309 1.700E-4 1.224880921E+00 1.224984364E+00
1.404000E+12 7.000E+15 309 1.700E-4 1.225769822E+00 1.225861663E+00
1.645000E+12 7.000E+15 309 1.700E-4 1.226730302E+00 1.226812278E+00
1.928000E+12 7.000E+15 309 1.700E-4 1.227762541E+00 1.227836120E+00
2.260000E+12 7.000E+15 309 1.700E-4 1.228865913E+00 1.228932329E+00
2.649000E+12 7.000E+15 309 1.700E-4 1.230039046E+00 1.230099340E+00
3.105000E+12 7.000E+15 309 1.700E-4 1.231279987E+00 1.231335039E+00
3.639000E+12 7.000E+15 309 1.700E-4 1.232586338E+00 1.232636871E+00
4.266000E+12 7.000E+15 309 1.700E-4 1.233955428E+00 1.234002046E+00
5.000000E+12 7.000E+15 309 1.700E-4 1.235384485E+00 1.235427687E+00
