N_Fe N_B T d n_Fe n_Fe_SRH
5.000000E+10 7.000E+15 309 1.700E-4 1.242768558E+00 1.244675656E+00
5.861000E+10 7.000E+15 309 1.700E-4 1.243134969E+00 1.244774584E+00
6.869000E+10 7.000E+15 309 1.700E-4 1.243480327E+00 1.244889273E+00
8.051000E+10 7.000E+15 309 1.700E-4 1.243811713E+00 1.245022022E+00
9.437000E+10 7.000E+15 309 1.700E-4 1.244135903E+00 1.245175364E+00
1.106000E+11 7.000E+15 309 1.700E-4 1.244459406E+00 1.245352092E+00
1.296000E+11 7.000E+15 309 1.700E-4 1.244788540E+00 1.245555255E+00
1.520000E+11 7.000E+15 309 1.700E-4 1.245129427E+00 1.245788135E+00
1.781000E+11 7.000E+15 309 1.700E-4 1.245488040E+00 1.246054221E+00
2.088000E+11 7.000E+15 309 1.700E-4 1.245870181E+00 1.246357144E+00
2.447000E+11 7.000E+15 309 1.700E-4 1.246281440E+00 1.246700640E+00
2.868000E+11 7.000E+15 309 1.700E-4 1.246727188E+00 1.247088463E+00
3.362000E+11 7.000E+15 309 1.700E-4 1.247212495E+00 1.247524281E+00
3.940000E+11 7.000E+15 309 1.700E-4 1.247742051E+00 1.248011580E+00
4.618000E+11 7.000E+15 309 1.700E-4 1.248320099E+00 1.248553586E+00
5.413000E+11 7.000E+15 309 1.700E-4 1.248950388E+00 1.249153127E+00
6.345000E+11 7.000E+15 309 1.700E-4 1.249636097E+00 1.249812628E+00
7.437000E+11 7.000E+15 309 1.700E-4 1.250379801E+00 1.250534013E+00
8.717000E+11 7.000E+15 309 1.700E-4 1.251183526E+00 1.251318726E+00
1.022000E+12 7.000E+15 309 1.700E-4 1.252048708E+00 1.252167736E+00
1.198000E+12 7.000E+15 309 1.700E-4 1.252976330E+00 1.253081580E+00
1.404000E+12 7.000E+15 309 1.700E-4 1.253966904E+00 1.254060427E+00
1.645000E+12 7.000E+15 309 1.700E-4 1.255020538E+00 1.255104068E+00
1.928000E+12 7.000E+15 309 1.700E-4 1.256136997E+00 1.256212005E+00
2.260000E+12 7.000E+15 309 1.700E-4 1.257315678E+00 1.257383401E+00
2.649000E+12 7.000E+15 309 1.700E-4 1.258555612E+00 1.258617093E+00
3.105000E+12 7.000E+15 309 1.700E-4 1.259855477E+00 1.259911595E+00
3.639000E+12 7.000E+15 309 1.700E-4 1.261213606E+00 1.261265086E+00
4.266000E+12 7.000E+15 309 1.700E-4 1.262628029E+00 1.262675477E+00
5.000000E+12 7.000E+15 309 1.700E-4 1.264096568E+00 1.264140490E+00
