N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+16 336 1.800E-4 1.229221747E+00 1.281599585E+00
1.468000E+10 3.162E+16 336 1.800E-4 1.243838074E+00 1.281870954E+00
2.154000E+10 3.162E+16 336 1.800E-4 1.255116483E+00 1.282261760E+00
3.162000E+10 3.162E+16 336 1.800E-4 1.263707422E+00 1.282819861E+00
4.642000E+10 3.162E+16 336 1.800E-4 1.270297434E+00 1.283607354E+00
6.813000E+10 3.162E+16 336 1.800E-4 1.275514930E+00 1.284700105E+00
1.000000E+11 3.162E+16 336 1.800E-4 1.279892393E+00 1.286182438E+00
1.468000E+11 3.162E+16 336 1.800E-4 1.283854575E+00 1.288134022E+00
2.154000E+11 3.162E+16 336 1.800E-4 1.287712032E+00 1.290608478E+00
3.162000E+11 3.162E+16 336 1.800E-4 1.291654497E+00 1.293608580E+00
4.642000E+11 3.162E+16 336 1.800E-4 1.295752527E+00 1.297070794E+00
6.813000E+11 3.162E+16 336 1.800E-4 1.299978323E+00 1.300871940E+00
1.000000E+12 3.162E+16 336 1.800E-4 1.304247188E+00 1.304859921E+00
1.468000E+12 3.162E+16 336 1.800E-4 1.308465273E+00 1.308893625E+00
2.154000E+12 3.162E+16 336 1.800E-4 1.312565784E+00 1.312873412E+00
3.162000E+12 3.162E+16 336 1.800E-4 1.316525538E+00 1.316753669E+00
4.642000E+12 3.162E+16 336 1.800E-4 1.320363551E+00 1.320538498E+00
6.813000E+12 3.162E+16 336 1.800E-4 1.324128257E+00 1.324266683E+00
1.000000E+13 3.162E+16 336 1.800E-4 1.327881088E+00 1.327993576E+00
