N_Fe N_B T d n_FeB n_FeB_SRH
1.300000E+10 3.162E+16 330 1.800E-4 1.202643854E+00 1.228771733E+00
2.471000E+10 3.162E+16 330 1.800E-4 1.214947194E+00 1.229493795E+00
4.696000E+10 3.162E+16 330 1.800E-4 1.222929094E+00 1.230797054E+00
8.927000E+10 3.162E+16 330 1.800E-4 1.228881163E+00 1.233052154E+00
1.697000E+11 3.162E+16 330 1.800E-4 1.234510063E+00 1.236688355E+00
3.225000E+11 3.162E+16 330 1.800E-4 1.240826656E+00 1.241953861E+00
6.130000E+11 3.162E+16 330 1.800E-4 1.247987677E+00 1.248573638E+00
1.165000E+12 3.162E+16 330 1.800E-4 1.255425050E+00 1.255739458E+00
2.214000E+12 3.162E+16 330 1.800E-4 1.262483950E+00 1.262663939E+00
4.209000E+12 3.162E+16 330 1.800E-4 1.268963974E+00 1.269076257E+00
8.000000E+12 3.162E+16 330 1.800E-4 1.275077603E+00 1.275153944E+00
