N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.778E+15 293 1.800E-4 1.195048931E+00 1.199065364E+00
1.468000E+10 1.778E+15 293 1.800E-4 1.196222180E+00 1.199086873E+00
2.154000E+10 1.778E+15 293 1.800E-4 1.197098869E+00 1.199118357E+00
3.162000E+10 1.778E+15 293 1.800E-4 1.197752827E+00 1.199164441E+00
4.642000E+10 1.778E+15 293 1.800E-4 1.198250710E+00 1.199231846E+00
6.813000E+10 1.778E+15 293 1.800E-4 1.198650556E+00 1.199330311E+00
1.000000E+11 1.778E+15 293 1.800E-4 1.199003354E+00 1.199473847E+00
1.468000E+11 1.778E+15 293 1.800E-4 1.199356409E+00 1.199682447E+00
2.154000E+11 1.778E+15 293 1.800E-4 1.199757525E+00 1.199984250E+00
3.162000E+11 1.778E+15 293 1.800E-4 1.200259478E+00 1.200418122E+00
4.642000E+11 1.778E+15 293 1.800E-4 1.200924192E+00 1.201036248E+00
6.813000E+11 1.778E+15 293 1.800E-4 1.201825701E+00 1.201905918E+00
1.000000E+12 1.778E+15 293 1.800E-4 1.203050400E+00 1.203108863E+00
1.468000E+12 1.778E+15 293 1.800E-4 1.204700115E+00 1.204744385E+00
2.154000E+12 1.778E+15 293 1.800E-4 1.206841743E+00 1.206875567E+00
3.162000E+12 1.778E+15 293 1.800E-4 1.209562838E+00 1.209589508E+00
4.642000E+12 1.778E+15 293 1.800E-4 1.212884867E+00 1.212906373E+00
6.813000E+12 1.778E+15 293 1.800E-4 1.216791224E+00 1.216809017E+00
1.000000E+13 1.778E+15 293 1.800E-4 1.221202080E+00 1.221217003E+00
