N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+15 305 2.400E-4 1.207477911E+00 1.210705113E+00
1.468000E+10 3.162E+15 305 2.400E-4 1.208695510E+00 1.210925413E+00
2.154000E+10 3.162E+15 305 2.400E-4 1.209707238E+00 1.211242759E+00
3.162000E+10 3.162E+15 305 2.400E-4 1.210641176E+00 1.211696129E+00
4.642000E+10 3.162E+15 305 2.400E-4 1.211612161E+00 1.212336104E+00
6.813000E+10 3.162E+15 305 2.400E-4 1.212727622E+00 1.213224417E+00
1.000000E+11 3.162E+15 305 2.400E-4 1.214087722E+00 1.214429164E+00
1.468000E+11 3.162E+15 305 2.400E-4 1.215777609E+00 1.216013095E+00
2.154000E+11 3.162E+15 305 2.400E-4 1.217850882E+00 1.218014330E+00
3.162000E+11 3.162E+15 305 2.400E-4 1.220310096E+00 1.220424733E+00
4.642000E+11 3.162E+15 305 2.400E-4 1.223098306E+00 1.223179953E+00
6.813000E+11 3.162E+15 305 2.400E-4 1.226117323E+00 1.226176706E+00
1.000000E+12 3.162E+15 305 2.400E-4 1.229270721E+00 1.229315052E+00
1.468000E+12 3.162E+15 305 2.400E-4 1.232502726E+00 1.232536822E+00
2.154000E+12 3.162E+15 305 2.400E-4 1.235804782E+00 1.235831840E+00
3.162000E+12 3.162E+15 305 2.400E-4 1.239194604E+00 1.239216730E+00
4.642000E+12 3.162E+15 305 2.400E-4 1.242695204E+00 1.242713753E+00
6.813000E+12 3.162E+15 305 2.400E-4 1.246327894E+00 1.246343739E+00
1.000000E+13 3.162E+15 305 2.400E-4 1.250112319E+00 1.250126008E+00
