T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
305 001_305 38.014 4.918910E-1 7.217457E-1 7.982290E+1 2.833870E+1 4.174320E-1 6.788830E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.800E-4 5.623E+15
305 002_305 38.014 4.915050E-1 7.207180E-1 7.980220E+1 2.826880E+1 4.170410E-1 6.778433E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.800E-4 5.623E+15
305 003_305 38.014 4.909480E-1 7.192197E-1 7.977280E+1 2.816770E+1 4.164550E-1 6.763697E-1 1.000000E+0 2.154000E+10 2.154000E+10 1.800E-4 5.623E+15
305 004_305 38.014 4.901510E-1 7.170418E-1 7.973190E+1 2.802240E+1 4.156150E-1 6.742400E-1 1.000000E+0 3.162000E+10 3.162000E+10 1.800E-4 5.623E+15
305 005_305 38.014 4.889650E-1 7.138900E-1 7.968490E+1 2.781540E+1 4.144630E-1 6.711188E-1 1.000000E+0 4.642000E+10 4.642000E+10 1.800E-4 5.623E+15
305 006_305 38.014 4.873160E-1 7.093583E-1 7.962190E+1 2.752380E+1 4.128420E-1 6.666914E-1 1.000000E+0 6.813000E+10 6.813000E+10 1.800E-4 5.623E+15
305 007_305 38.014 4.850890E-1 7.029021E-1 7.953690E+1 2.711970E+1 4.106740E-1 6.603705E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.800E-4 5.623E+15
305 008_305 38.014 4.821660E-1 6.938234E-1 7.942560E+1 2.657090E+1 4.078220E-1 6.515310E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.800E-4 5.623E+15
305 009_305 38.014 4.783710E-1 6.812866E-1 7.929960E+1 2.584430E+1 4.042090E-1 6.393803E-1 1.000000E+0 2.154000E+11 2.154000E+11 1.800E-4 5.623E+15
305 010_305 38.014 4.736810E-1 6.643978E-1 7.915620E+1 2.491140E+1 3.998340E-1 6.230444E-1 1.000000E+0 3.162000E+11 3.162000E+11 1.800E-4 5.623E+15
305 011_305 38.014 4.682050E-1 6.423771E-1 7.898650E+1 2.375630E+1 3.947170E-1 6.018569E-1 1.000000E+0 4.642000E+11 4.642000E+11 1.800E-4 5.623E+15
305 012_305 38.014 4.620520E-1 6.148255E-1 7.879580E+1 2.238440E+1 3.890140E-1 5.754150E-1 1.000000E+0 6.813000E+11 6.813000E+11 1.800E-4 5.623E+15
305 013_305 38.014 4.553920E-1 5.820064E-1 7.858930E+1 2.082940E+1 3.828610E-1 5.440453E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.800E-4 5.623E+15
305 014_305 38.014 4.485270E-1 5.449711E-1 7.835040E+1 1.915150E+1 3.764360E-1 5.087595E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.800E-4 5.623E+15
305 015_305 38.014 4.415190E-1 5.053611E-1 7.809630E+1 1.742540E+1 3.698930E-1 4.710928E-1 1.000000E+0 2.154000E+12 2.154000E+12 1.800E-4 5.623E+15
305 016_305 38.014 4.344110E-1 4.649143E-1 7.783370E+1 1.571960E+1 3.632710E-1 4.327234E-1 1.000000E+0 3.162000E+12 3.162000E+12 1.800E-4 5.623E+15
305 017_305 38.014 4.272950E-1 4.249522E-1 7.754370E+1 1.408040E+1 3.565720E-1 3.948818E-1 1.000000E+0 4.642000E+12 4.642000E+12 1.800E-4 5.623E+15
305 018_305 38.014 4.201150E-1 3.861702E-1 7.722040E+1 1.252790E+1 3.497750E-1 3.581706E-1 1.000000E+0 6.813000E+12 6.813000E+12 1.800E-4 5.623E+15
305 019_305 38.014 4.126240E-1 3.487955E-1 7.688810E+1 1.106580E+1 3.427640E-1 3.228418E-1 1.000000E+0 1.000000E+13 1.000000E+13 1.800E-4 5.623E+15
305 020_305 38.014 4.048960E-1 3.129078E-1 7.651350E+1 9.693900E+0 3.354980E-1 2.889400E-1 1.000000E+0 1.468000E+13 1.468000E+13 1.800E-4 5.623E+15
305 021_305 38.014 3.968900E-1 2.786653E-1 7.608620E+1 8.415100E+0 3.279000E-1 2.566356E-1 1.000000E+0 2.154000E+13 2.154000E+13 1.800E-4 5.623E+15
305 022_305 38.014 3.885750E-1 2.463405E-1 7.559670E+1 7.236200E+0 3.199710E-1 2.261536E-1 1.000000E+0 3.162000E+13 3.162000E+13 1.800E-4 5.623E+15
305 023_305 38.014 3.799220E-1 2.162380E-1 7.503360E+1 6.164300E+0 3.116700E-1 1.977823E-1 1.000000E+0 4.642000E+13 4.642000E+13 1.800E-4 5.623E+15
305 024_305 38.014 3.708400E-1 1.886064E-1 7.439300E+1 5.203200E+0 3.029590E-1 1.717477E-1 1.000000E+0 6.813000E+13 6.813000E+13 1.800E-4 5.623E+15
305 025_305 38.014 3.613510E-1 1.635927E-1 7.364090E+1 4.353200E+0 2.937790E-1 1.481807E-1 1.000000E+0 1.000000E+14 1.000000E+14 1.800E-4 5.623E+15
