T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
305 001_305 38.014 4.914770E-1 7.474681E-1 7.968120E+1 2.927190E+1 4.164550E-1 7.028828E-1 1.000000E+0 1.000000E+10 1.000000E+10 3.800E-4 3.162E+15
305 002_305 38.014 4.904530E-1 7.449715E-1 7.960060E+1 2.908390E+1 4.152640E-1 7.003725E-1 1.000000E+0 1.468000E+10 1.468000E+10 3.800E-4 3.162E+15
305 003_305 38.014 4.889490E-1 7.413971E-1 7.950620E+1 2.882140E+1 4.136230E-1 6.968038E-1 1.000000E+0 2.154000E+10 2.154000E+10 3.800E-4 3.162E+15
305 004_305 38.014 4.868450E-1 7.363351E-1 7.939430E+1 2.846130E+1 4.114360E-1 6.917576E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.800E-4 3.162E+15
305 005_305 38.014 4.840320E-1 7.292752E-1 7.926320E+1 2.797930E+1 4.085840E-1 6.847878E-1 1.000000E+0 4.642000E+10 4.642000E+10 3.800E-4 3.162E+15
305 006_305 38.014 4.803980E-1 7.196335E-1 7.912040E+1 2.735270E+1 4.050100E-1 6.753601E-1 1.000000E+0 6.813000E+10 6.813000E+10 3.800E-4 3.162E+15
305 007_305 38.014 4.757760E-1 7.068277E-1 7.899560E+1 2.656550E+1 4.007710E-1 6.628609E-1 1.000000E+0 1.000000E+11 1.000000E+11 3.800E-4 3.162E+15
305 008_305 38.014 4.704850E-1 6.904117E-1 7.885580E+1 2.561460E+1 3.959280E-1 6.469521E-1 1.000000E+0 1.468000E+11 1.468000E+11 3.800E-4 3.162E+15
305 009_305 38.014 4.645680E-1 6.702420E-1 7.872680E+1 2.451340E+1 3.906740E-1 6.274648E-1 1.000000E+0 2.154000E+11 2.154000E+11 3.800E-4 3.162E+15
305 010_305 38.014 4.584660E-1 6.465883E-1 7.857100E+1 2.329140E+1 3.851660E-1 6.047125E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.800E-4 3.162E+15
305 011_305 38.014 4.522880E-1 6.200805E-1 7.840040E+1 2.198780E+1 3.795610E-1 5.792957E-1 1.000000E+0 4.642000E+11 4.642000E+11 3.800E-4 3.162E+15
305 012_305 38.014 4.461230E-1 5.914622E-1 7.821610E+1 2.063850E+1 3.739160E-1 5.519549E-1 1.000000E+0 6.813000E+11 6.813000E+11 3.800E-4 3.162E+15
305 013_305 38.014 4.400730E-1 5.612896E-1 7.799800E+1 1.926610E+1 3.682710E-1 5.231507E-1 1.000000E+0 1.000000E+12 1.000000E+12 3.800E-4 3.162E+15
305 014_305 38.014 4.338250E-1 5.297869E-1 7.778600E+1 1.787790E+1 3.625290E-1 4.931449E-1 1.000000E+0 1.468000E+12 1.468000E+12 3.800E-4 3.162E+15
305 015_305 38.014 4.274810E-1 4.969508E-1 7.754230E+1 1.647280E+1 3.566110E-1 4.619273E-1 1.000000E+0 2.154000E+12 2.154000E+12 3.800E-4 3.162E+15
305 016_305 38.014 4.209300E-1 4.627890E-1 7.726850E+1 1.505200E+1 3.504590E-1 4.294948E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.800E-4 3.162E+15
305 017_305 38.014 4.140020E-1 4.275067E-1 7.698350E+1 1.362520E+1 3.440330E-1 3.960437E-1 1.000000E+0 4.642000E+12 4.642000E+12 3.800E-4 3.162E+15
305 018_305 38.014 4.068150E-1 3.915417E-1 7.665820E+1 1.221050E+1 3.373140E-1 3.619919E-1 1.000000E+0 6.813000E+12 6.813000E+12 3.800E-4 3.162E+15
305 019_305 38.014 3.993640E-1 3.554867E-1 7.628650E+1 1.083030E+1 3.302640E-1 3.279281E-1 1.000000E+0 1.000000E+13 1.000000E+13 3.800E-4 3.162E+15
305 020_305 38.014 3.915330E-1 3.199866E-1 7.588360E+1 9.507100E+0 3.229200E-1 2.944105E-1 1.000000E+0 1.468000E+13 1.468000E+13 3.800E-4 3.162E+15
305 021_305 38.014 3.833630E-1 2.856595E-1 7.543360E+1 8.260800E+0 3.152440E-1 2.620455E-1 1.000000E+0 2.154000E+13 2.154000E+13 3.800E-4 3.162E+15
305 022_305 38.014 3.748800E-1 2.530437E-1 7.491930E+1 7.106900E+0 3.072170E-1 2.313324E-1 1.000000E+0 3.162000E+13 3.162000E+13 3.800E-4 3.162E+15
305 023_305 38.014 3.660600E-1 2.225666E-1 7.432830E+1 6.055700E+0 2.988380E-1 2.026429E-1 1.000000E+0 4.642000E+13 4.642000E+13 3.800E-4 3.162E+15
305 024_305 38.014 3.568650E-1 1.945289E-1 7.364480E+1 5.112500E+0 2.900290E-1 1.762743E-1 1.000000E+0 6.813000E+13 6.813000E+13 3.800E-4 3.162E+15
305 025_305 38.014 3.472350E-1 1.691043E-1 7.284880E+1 4.277600E+0 2.807320E-1 1.523729E-1 1.000000E+0 1.000000E+14 1.000000E+14 3.800E-4 3.162E+15
