N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+16 295 2.300E-4 1.233536111E+00 1.242774017E+00
1.468000E+10 1.000E+16 295 2.300E-4 1.236016451E+00 1.242854212E+00
2.154000E+10 1.000E+16 295 2.300E-4 1.237987012E+00 1.242971068E+00
3.162000E+10 1.000E+16 295 2.300E-4 1.239554726E+00 1.243140873E+00
4.642000E+10 1.000E+16 295 2.300E-4 1.240830497E+00 1.243386608E+00
6.813000E+10 1.000E+16 295 2.300E-4 1.241927868E+00 1.243740075E+00
1.000000E+11 1.000E+16 295 2.300E-4 1.242960653E+00 1.244244195E+00
1.468000E+11 1.000E+16 295 2.300E-4 1.244042430E+00 1.244954869E+00
2.154000E+11 1.000E+16 295 2.300E-4 1.245287029E+00 1.245941312E+00
3.162000E+11 1.000E+16 295 2.300E-4 1.246807681E+00 1.247283494E+00
4.642000E+11 1.000E+16 295 2.300E-4 1.248712265E+00 1.249065114E+00
6.813000E+11 1.000E+16 295 2.300E-4 1.251093507E+00 1.251361587E+00
1.000000E+12 1.000E+16 295 2.300E-4 1.254015338E+00 1.254224580E+00
1.468000E+12 1.000E+16 295 2.300E-4 1.257499911E+00 1.257667617E+00
2.154000E+12 1.000E+16 295 2.300E-4 1.261522537E+00 1.261660041E+00
3.162000E+12 1.000E+16 295 2.300E-4 1.266020701E+00 1.266135333E+00
4.642000E+12 1.000E+16 295 2.300E-4 1.270915395E+00 1.271011923E+00
6.813000E+12 1.000E+16 295 2.300E-4 1.276132872E+00 1.276214499E+00
1.000000E+13 1.000E+16 295 2.300E-4 1.281614080E+00 1.281683102E+00
