N_Fe N_B T d n_FeB n_FeB_SRH
1.300000E+10 1.000E+17 320 1.800E-4 1.203450388E+00 1.237705682E+00
2.471000E+10 1.000E+17 320 1.800E-4 1.220684071E+00 1.240224401E+00
4.696000E+10 1.000E+17 320 1.800E-4 1.233678076E+00 1.244224149E+00
8.927000E+10 1.000E+17 320 1.800E-4 1.244577718E+00 1.249963632E+00
1.697000E+11 1.000E+17 320 1.800E-4 1.254403824E+00 1.257123693E+00
3.225000E+11 1.000E+17 320 1.800E-4 1.263406308E+00 1.264820419E+00
6.130000E+11 1.000E+17 320 1.800E-4 1.271457733E+00 1.272225148E+00
1.165000E+12 1.000E+17 320 1.800E-4 1.278643160E+00 1.279103822E+00
2.214000E+12 1.000E+17 320 1.800E-4 1.285317462E+00 1.285620514E+00
4.209000E+12 1.000E+17 320 1.800E-4 1.291924066E+00 1.292141740E+00
8.000000E+12 1.000E+17 320 1.800E-4 1.298836037E+00 1.298999932E+00
