N_Fe N_B T d n_FeB n_FeB_SRH
1.300000E+10 1.000E+17 295 1.800E-4 1.219987059E+00 1.233916660E+00
2.471000E+10 1.000E+17 295 1.800E-4 1.227617022E+00 1.235531267E+00
4.696000E+10 1.000E+17 295 1.800E-4 1.233615179E+00 1.238090127E+00
8.927000E+10 1.000E+17 295 1.800E-4 1.239190157E+00 1.241780407E+00
1.697000E+11 1.000E+17 295 1.800E-4 1.245001431E+00 1.246592954E+00
3.225000E+11 1.000E+17 295 1.800E-4 1.251313627E+00 1.252373980E+00
6.130000E+11 1.000E+17 295 1.800E-4 1.258241212E+00 1.258999608E+00
1.165000E+12 1.000E+17 295 1.800E-4 1.265863609E+00 1.266434395E+00
2.214000E+12 1.000E+17 295 1.800E-4 1.274306428E+00 1.274741507E+00
4.209000E+12 1.000E+17 295 1.800E-4 1.283612983E+00 1.283945840E+00
8.000000E+12 1.000E+17 295 1.800E-4 1.293767437E+00 1.294019917E+00
