N_Fe N_B T d n_Fe n_Fe_SRH
1.300000E+10 1.000E+17 295 1.800E-4 1.264879706E+00 1.313471045E+00
2.471000E+10 1.000E+17 295 1.800E-4 1.275696036E+00 1.313771794E+00
4.696000E+10 1.000E+17 295 1.800E-4 1.285450376E+00 1.314333250E+00
8.927000E+10 1.000E+17 295 1.800E-4 1.294715580E+00 1.315366298E+00
1.697000E+11 1.000E+17 295 1.800E-4 1.303363608E+00 1.317217112E+00
3.225000E+11 1.000E+17 295 1.800E-4 1.311508568E+00 1.320385246E+00
6.130000E+11 1.000E+17 295 1.800E-4 1.319840401E+00 1.325431278E+00
1.165000E+12 1.000E+17 295 1.800E-4 1.329147370E+00 1.332694691E+00
2.214000E+12 1.000E+17 295 1.800E-4 1.339673821E+00 1.341965726E+00
4.209000E+12 1.000E+17 295 1.800E-4 1.351020002E+00 1.352524900E+00
8.000000E+12 1.000E+17 295 1.800E-4 1.362602562E+00 1.363599252E+00
