N_Fe N_B T d n_Fe n_Fe_SRH
1.300000E+10 1.778E+15 315 1.800E-4 1.067417416E+00 1.067136822E+00
2.471000E+10 1.778E+15 315 1.800E-4 1.069373626E+00 1.069205580E+00
4.696000E+10 1.778E+15 315 1.800E-4 1.073116595E+00 1.073023590E+00
8.927000E+10 1.778E+15 315 1.800E-4 1.079936940E+00 1.079888686E+00
1.697000E+11 1.778E+15 315 1.800E-4 1.091673263E+00 1.091650784E+00
3.225000E+11 1.778E+15 315 1.800E-4 1.110131436E+00 1.110124111E+00
6.130000E+11 1.778E+15 315 1.800E-4 1.135154971E+00 1.135156809E+00
1.165000E+12 1.778E+15 315 1.800E-4 1.162329783E+00 1.162336603E+00
2.214000E+12 1.778E+15 315 1.800E-4 1.185031113E+00 1.185039369E+00
4.209000E+12 1.778E+15 315 1.800E-4 1.200771670E+00 1.200779078E+00
8.000000E+12 1.778E+15 315 1.800E-4 1.211765015E+00 1.211770971E+00
