N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.400E+15 320 1.800E-4 1.012748996E+00 1.014045159E+00
1.468000E+10 1.400E+15 320 1.800E-4 1.013124673E+00 1.014037105E+00
2.154000E+10 1.400E+15 320 1.800E-4 1.013389277E+00 1.014025607E+00
3.162000E+10 1.400E+15 320 1.800E-4 1.013568491E+00 1.014009417E+00
4.642000E+10 1.400E+15 320 1.800E-4 1.013682844E+00 1.013987100E+00
6.813000E+10 1.400E+15 320 1.800E-4 1.013747884E+00 1.013957349E+00
1.000000E+11 1.400E+15 320 1.800E-4 1.013775709E+00 1.013919827E+00
1.468000E+11 1.400E+15 320 1.800E-4 1.013777755E+00 1.013877033E+00
2.154000E+11 1.400E+15 320 1.800E-4 1.013769298E+00 1.013837936E+00
3.162000E+11 1.400E+15 320 1.800E-4 1.013776388E+00 1.013824184E+00
4.642000E+11 1.400E+15 320 1.800E-4 1.013845252E+00 1.013878955E+00
6.813000E+11 1.400E+15 320 1.800E-4 1.014051972E+00 1.014076227E+00
1.000000E+12 1.400E+15 320 1.800E-4 1.014506457E+00 1.014524454E+00
1.468000E+12 1.400E+15 320 1.800E-4 1.050059894E+00 1.050040926E+00
2.154000E+12 1.400E+15 320 1.800E-4 1.082840075E+00 1.082832514E+00
3.162000E+12 1.400E+15 320 1.800E-4 1.108780207E+00 1.108779150E+00
4.642000E+12 1.400E+15 320 1.800E-4 1.128267820E+00 1.128269930E+00
6.813000E+12 1.400E+15 320 1.800E-4 1.142993789E+00 1.142997131E+00
1.000000E+13 1.400E+15 320 1.800E-4 1.154566330E+00 1.154569967E+00
