N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.400E+15 320 1.800E-4 1.159016296E+00 1.161706553E+00
1.468000E+10 1.400E+15 320 1.800E-4 1.159972232E+00 1.161823733E+00
2.154000E+10 1.400E+15 320 1.800E-4 1.160723382E+00 1.161994793E+00
3.162000E+10 1.400E+15 320 1.800E-4 1.161371937E+00 1.162243893E+00
4.642000E+10 1.400E+15 320 1.800E-4 1.162007535E+00 1.162605285E+00
6.813000E+10 1.400E+15 320 1.800E-4 1.162716857E+00 1.163126819E+00
1.000000E+11 1.400E+15 320 1.800E-4 1.163592019E+00 1.163873620E+00
1.468000E+11 1.400E+15 320 1.800E-4 1.164737098E+00 1.164931074E+00
2.154000E+11 1.400E+15 320 1.800E-4 1.166270343E+00 1.166404575E+00
3.162000E+11 1.400E+15 320 1.800E-4 1.168318221E+00 1.168411777E+00
4.642000E+11 1.400E+15 320 1.800E-4 1.170995282E+00 1.171061200E+00
6.813000E+11 1.400E+15 320 1.800E-4 1.174365152E+00 1.174412307E+00
1.000000E+12 1.400E+15 320 1.800E-4 1.178387569E+00 1.178422029E+00
1.468000E+12 1.400E+15 320 1.800E-4 1.182877724E+00 1.182903536E+00
2.154000E+12 1.400E+15 320 1.800E-4 1.187523637E+00 1.187543507E+00
3.162000E+12 1.400E+15 320 1.800E-4 1.191988858E+00 1.192004546E+00
4.642000E+12 1.400E+15 320 1.800E-4 1.196053808E+00 1.196066468E+00
6.813000E+12 1.400E+15 320 1.800E-4 1.199678663E+00 1.199689069E+00
1.000000E+13 1.400E+15 320 1.800E-4 1.202956865E+00 1.202965559E+00
