N_Fe N_B T d n_FeB n_FeB_SRH
1.100000E+11 8.000E+16 302 2.200E-4 1.235550859E+00 1.237663506E+00
1.302000E+11 8.000E+16 302 2.200E-4 1.237168222E+00 1.238984212E+00
1.540000E+11 8.000E+16 302 2.200E-4 1.238782959E+00 1.240351415E+00
1.822000E+11 8.000E+16 302 2.200E-4 1.240396410E+00 1.241758474E+00
2.156000E+11 8.000E+16 302 2.200E-4 1.242009664E+00 1.243199605E+00
2.551000E+11 8.000E+16 302 2.200E-4 1.243623947E+00 1.244670144E+00
3.018000E+11 8.000E+16 302 2.200E-4 1.245240941E+00 1.246166808E+00
3.571000E+11 8.000E+16 302 2.200E-4 1.246862908E+00 1.247687690E+00
4.226000E+11 8.000E+16 302 2.200E-4 1.248492781E+00 1.249232251E+00
5.000000E+11 8.000E+16 302 2.200E-4 1.250134102E+00 1.250801155E+00
