N_Fe N_B T d n_Fe n_Fe_SRH
1.100000E+11 8.000E+16 302 2.200E-4 1.294149708E+00 1.305627393E+00
1.302000E+11 8.000E+16 302 2.200E-4 1.295868287E+00 1.306118034E+00
1.540000E+11 8.000E+16 302 2.200E-4 1.297550723E+00 1.306683752E+00
1.822000E+11 8.000E+16 302 2.200E-4 1.299209723E+00 1.307333473E+00
2.156000E+11 8.000E+16 302 2.200E-4 1.300859360E+00 1.308076378E+00
2.551000E+11 8.000E+16 302 2.200E-4 1.302514728E+00 1.308921677E+00
3.018000E+11 8.000E+16 302 2.200E-4 1.304191446E+00 1.309878291E+00
3.571000E+11 8.000E+16 302 2.200E-4 1.305905053E+00 1.310954492E+00
4.226000E+11 8.000E+16 302 2.200E-4 1.307670320E+00 1.312157510E+00
5.000000E+11 8.000E+16 302 2.200E-4 1.309500588E+00 1.313493085E+00
