fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_336 001_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.153335577E-13 1.000000000E+20 1.195532105E+00 1.652489751E-14 7.120663436E-05 
001_336_SRH 001_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.366917641E-13 1.000000000E+20 1.215418659E+00 1.525234614E-14 1.207504120E-04 
002_336 002_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.781506348E-13 1.000000000E+20 1.201616170E+00 2.362837485E-14 8.291779530E-05 
002_336_SRH 002_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.996983585E-13 1.000000000E+20 1.215612044E+00 2.237316401E-14 1.214323269E-04 
003_336 003_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.692948436E-13 1.000000000E+20 1.206134378E+00 3.404951998E-14 9.328589543E-05 
003_336_SRH 003_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.911245091E-13 1.000000000E+20 1.215892392E+00 3.280910862E-14 1.224299756E-04 
004_336 004_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.008643969E-13 1.000000000E+20 1.209539329E+00 4.931965336E-14 1.022691530E-04 
004_336_SRH 004_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.231045781E-13 1.000000000E+20 1.216296475E+00 4.809343504E-14 1.238876951E-04 
005_336 005_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.893981814E-13 1.000000000E+20 1.212217934E+00 7.166901360E-14 1.101743583E-04 
005_336_SRH 005_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.122266354E-13 1.000000000E+20 1.216874358E+00 7.045818311E-14 1.260131870E-04 
006_336 006_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.567728541E-13 1.000000000E+20 1.214493603E+00 1.043357067E-13 1.175542286E-04 
006_336_SRH 006_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.804307968E-13 1.000000000E+20 1.217691472E+00 1.031432590E-13 1.291031169E-04 
007_336 007_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.330563538E-12 1.000000000E+20 1.216637636E+00 1.520049919E-13 1.251322663E-04 
007_336_SRH 007_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.255368166E-12 1.000000000E+20 1.218828669E+00 1.508357486E-13 1.335767429E-04 
008_336 008_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.843155893E-12 1.000000000E+20 1.218878893E+00 2.214331711E-13 1.337776001E-04 
008_336_SRH 008_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.769505028E-12 1.000000000E+20 1.220377832E+00 2.202937633E-13 1.400168147E-04 
009_336 009_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.528811578E-12 1.000000000E+20 1.221404511E+00 3.223396351E-13 1.445224635E-04 
009_336_SRH 009_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.457170806E-12 1.000000000E+20 1.222429144E+00 3.212381770E-13 1.492159103E-04 
010_336 010_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.418490695E-12 1.000000000E+20 1.224348703E+00 4.687046879E-13 1.586005780E-04 
010_336_SRH 010_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.349352432E-12 1.000000000E+20 1.225049115E+00 4.676499960E-13 1.622211252E-04 
011_336 011_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.534013056E-12 1.000000000E+20 1.227772205E+00 6.807033615E-13 1.774788573E-04 
011_336_SRH 011_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.467823303E-12 1.000000000E+20 1.228251557E+00 6.797036644E-13 1.803603117E-04 
012_336 012_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.885567771E-12 1.000000000E+20 1.231643807E+00 9.876399774E-13 2.028494376E-04 
012_336_SRH 012_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.822633119E-12 1.000000000E+20 1.231972892E+00 9.867013547E-13 2.052248323E-04 
013_336 013_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.477139826E-12 1.000000000E+20 1.235840302E+00 1.432401693E-12 2.365457089E-04 
013_336_SRH 013_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.417547726E-12 1.000000000E+20 1.236067684E+00 1.431526707E-12 2.385755118E-04 
014_336 014_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.320314160E-12 1.000000000E+20 1.240177132E+00 2.078100770E-12 2.803732010E-04 
014_336_SRH 014_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.263904708E-12 1.000000000E+20 1.240336013E+00 2.077288117E-12 2.821660323E-04 
015_336 015_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.144991393E-11 1.000000000E+20 1.244463415E+00 3.017777164E-12 3.359179356E-04 
015_336_SRH 015_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.139631996E-11 1.000000000E+20 1.244576269E+00 3.017022557E-12 3.375453216E-04 
016_336 016_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.393214495E-11 1.000000000E+20 1.248556926E+00 4.388441050E-12 4.044672463E-04 
016_336_SRH 016_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.388088243E-11 1.000000000E+20 1.248638884E+00 4.387739289E-12 4.059737873E-04 
017_336 017_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.686151813E-11 1.000000000E+20 1.252392870E+00 6.391492014E-12 4.871403341E-04 
017_336_SRH 017_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.681208704E-11 1.000000000E+20 1.252453937E+00 6.390839105E-12 4.885523630E-04 
