fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_333 001_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 4.773985700E-13 1.000000000E+20 1.215554913E+00 6.735085433E-14 1.708779499E-04 
001_333_SRH 001_333_srh.dat 333 34.817 1.000000000E+00 0.000000000E+00 4.294679854E-13 1.000000000E+20 1.218787191E+00 6.660224850E-14 1.913310072E-04 
002_333 002_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 5.488452367E-13 1.000000000E+20 1.216178686E+00 7.877601388E-14 1.745428424E-04 
002_333_SRH 002_333_srh.dat 333 34.817 1.000000000E+00 0.000000000E+00 5.010243360E-13 1.000000000E+20 1.218945092E+00 7.802997757E-14 1.923774652E-04 
003_333 003_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 6.317478147E-13 1.000000000E+20 1.216761064E+00 9.215532850E-14 1.780594509E-04 
003_333_SRH 003_333_srh.dat 333 34.817 1.000000000E+00 0.000000000E+00 5.840539728E-13 1.000000000E+20 1.219127915E+00 9.141206985E-14 1.935998580E-04 
004_333 004_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 7.277864255E-13 1.000000000E+20 1.217314753E+00 1.078208038E-13 1.814894380E-04 
004_333_SRH 004_333_srh.dat 333 34.817 1.000000000E+00 0.000000000E+00 6.802394339E-13 1.000000000E+20 1.219339150E+00 1.070805913E-13 1.950271441E-04 
005_333 005_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 8.388340402E-13 1.000000000E+20 1.217851574E+00 1.261601838E-13 1.848975256E-04 
005_333_SRH 005_333_srh.dat 333 34.817 1.000000000E+00 0.000000000E+00 7.914563561E-13 1.000000000E+20 1.219582699E+00 1.254233425E-13 1.966922658E-04 
006_333 006_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 9.669606745E-13 1.000000000E+20 1.218382682E+00 1.476261105E-13 1.883513928E-04 
006_333_SRH 006_333_srh.dat 333 34.817 1.000000000E+00 0.000000000E+00 9.197776277E-13 1.000000000E+20 1.219862745E+00 1.468930272E-13 1.986336648E-04 
007_333 007_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 1.114430988E-12 1.000000000E+20 1.218918568E+00 1.727467760E-13 1.919223592E-04 
007_333_SRH 007_333_srh.dat 333 34.817 1.000000000E+00 0.000000000E+00 1.067470987E-12 1.000000000E+20 1.220183846E+00 1.720179024E-13 2.008953292E-04 
008_333 008_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 1.283692823E-12 1.000000000E+20 1.219469167E+00 2.021382540E-13 1.956857060E-04 
008_333_SRH 008_333_srh.dat 333 34.817 1.000000000E+00 0.000000000E+00 1.236987482E-12 1.000000000E+20 1.220550743E+00 2.014141019E-13 2.035274847E-04 
009_333 009_333.dat 333 34.817 1.000000000E+00 0.000000000E+00 1.477355207E-12 1.000000000E+20 1.220043885E+00 2.365188553E-13 1.997210900E-04 
