N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.778E+16 330 2.400E-4 1.196169175E+00 1.220333983E+00
1.468000E+10 1.778E+16 330 2.400E-4 1.203545434E+00 1.220628947E+00
2.154000E+10 1.778E+16 330 2.400E-4 1.209112992E+00 1.221054179E+00
3.162000E+10 1.778E+16 330 2.400E-4 1.213387665E+00 1.221662169E+00
4.642000E+10 1.778E+16 330 2.400E-4 1.216826380E+00 1.222521480E+00
6.813000E+10 1.778E+16 330 2.400E-4 1.219818091E+00 1.223716619E+00
1.000000E+11 1.778E+16 330 2.400E-4 1.222685697E+00 1.225342396E+00
1.468000E+11 1.778E+16 330 2.400E-4 1.225685897E+00 1.227489449E+00
2.154000E+11 1.778E+16 330 2.400E-4 1.228998383E+00 1.230219246E+00
3.162000E+11 1.778E+16 330 2.400E-4 1.232706863E+00 1.233532241E+00
4.642000E+11 1.778E+16 330 2.400E-4 1.236785421E+00 1.237344351E+00
6.813000E+11 1.778E+16 330 2.400E-4 1.241109912E+00 1.241490805E+00
1.000000E+12 1.778E+16 330 2.400E-4 1.245503616E+00 1.245766476E+00
1.468000E+12 1.778E+16 330 2.400E-4 1.249801100E+00 1.249986069E+00
2.154000E+12 1.778E+16 330 2.400E-4 1.253898198E+00 1.254031719E+00
3.162000E+12 1.778E+16 330 2.400E-4 1.257766775E+00 1.257866015E+00
4.642000E+12 1.778E+16 330 2.400E-4 1.261438658E+00 1.261514717E+00
6.813000E+12 1.778E+16 330 2.400E-4 1.264978187E+00 1.265038217E+00
1.000000E+13 1.778E+16 330 2.400E-4 1.268459361E+00 1.268508026E+00
