N_Fe N_B T d n_Fe n_Fe_SRH n_FeB n_FeB_SRH
9.437000E+10 7.000E+15 321 1.700E-4 1.234590061E+00 1.235712210E+00 1.222746455E+00 1.224063552E+00
1.106000E+11 7.000E+15 321 1.700E-4 1.235214436E+00 1.236173848E+00 1.223068404E+00 1.224195577E+00
1.296000E+11 7.000E+15 321 1.700E-4 1.235878953E+00 1.236699195E+00 1.223383869E+00 1.224348355E+00
1.520000E+11 7.000E+15 321 1.700E-4 1.236593010E+00 1.237294320E+00 1.223699554E+00 1.224524797E+00
1.781000E+11 7.000E+15 321 1.700E-4 1.237365300E+00 1.237965018E+00 1.224021992E+00 1.224728101E+00
2.088000E+11 7.000E+15 321 1.700E-4 1.238203531E+00 1.238716505E+00 1.224357478E+00 1.224961734E+00
2.447000E+11 7.000E+15 321 1.700E-4 1.239114093E+00 1.239553080E+00 1.224712207E+00 1.225229402E+00
2.868000E+11 7.000E+15 321 1.700E-4 1.240101791E+00 1.240477694E+00 1.225092211E+00 1.225535028E+00
3.362000E+11 7.000E+15 321 1.700E-4 1.241169422E+00 1.241491573E+00 1.225503360E+00 1.225882666E+00
3.940000E+11 7.000E+15 321 1.700E-4 1.242317463E+00 1.242593828E+00 1.225951318E+00 1.226276443E+00
4.618000E+11 7.000E+15 321 1.700E-4 1.243543838E+00 1.243781248E+00 1.226441452E+00 1.226720336E+00
5.413000E+11 7.000E+15 321 1.700E-4 1.244843818E+00 1.245048105E+00 1.226978719E+00 1.227218195E+00
6.345000E+11 7.000E+15 321 1.700E-4 1.246210178E+00 1.246386298E+00 1.227567521E+00 1.227773408E+00
7.437000E+11 7.000E+15 321 1.700E-4 1.247633469E+00 1.247785669E+00 1.228211578E+00 1.228388882E+00
8.717000E+11 7.000E+15 321 1.700E-4 1.249102754E+00 1.249234628E+00 1.228913772E+00 1.229066749E+00
1.022000E+12 7.000E+15 321 1.700E-4 1.250606287E+00 1.250720901E+00 1.229676001E+00 1.229808297E+00
1.198000E+12 7.000E+15 321 1.700E-4 1.252132507E+00 1.252232462E+00 1.230499109E+00 1.230613836E+00
1.404000E+12 7.000E+15 321 1.700E-4 1.253670845E+00 1.253758349E+00 1.231382812E+00 1.231482630E+00
1.645000E+12 7.000E+15 321 1.700E-4 1.255212522E+00 1.255289430E+00 1.232325751E+00 1.232412942E+00
1.928000E+12 7.000E+15 321 1.700E-4 1.256750940E+00 1.256818832E+00 1.233325603E+00 1.233402081E+00
2.260000E+12 7.000E+15 321 1.700E-4 1.258281865E+00 1.258342087E+00 1.234379194E+00 1.234446598E+00
2.649000E+12 7.000E+15 321 1.700E-4 1.259803270E+00 1.259856947E+00 1.235482770E+00 1.235542493E+00
3.105000E+12 7.000E+15 321 1.700E-4 1.261314954E+00 1.261363040E+00 1.236632243E+00 1.236685451E+00
3.639000E+12 7.000E+15 321 1.700E-4 1.262818079E+00 1.262861379E+00 1.237823458E+00 1.237871147E+00
4.266000E+12 7.000E+15 321 1.700E-4 1.264314682E+00 1.264353882E+00 1.239052478E+00 1.239095475E+00
5.000000E+12 7.000E+15 321 1.700E-4 1.265807258E+00 1.265842920E+00 1.240315804E+00 1.240354792E+00
5.000000E+10 7.000E+15 333 1.700E-4 1.166755723E+00 1.168377485E+00 1.220528090E+00 1.223893640E+00
5.861000E+10 7.000E+15 333 1.700E-4 1.167932159E+00 1.169316509E+00 1.221115322E+00 1.223996747E+00
6.869000E+10 7.000E+15 333 1.700E-4 1.169216575E+00 1.170398535E+00 1.221650576E+00 1.224116495E+00
8.051000E+10 7.000E+15 333 1.700E-4 1.170632349E+00 1.171641805E+00 1.222145803E+00 1.224255464E+00
9.437000E+10 7.000E+15 333 1.700E-4 1.172203175E+00 1.173065670E+00 1.222612032E+00 1.224416392E+00
1.106000E+11 7.000E+15 333 1.700E-4 1.173952887E+00 1.174690165E+00 1.223059498E+00 1.224602392E+00
1.296000E+11 7.000E+15 333 1.700E-4 1.175904795E+00 1.176535502E+00 1.223497845E+00 1.224816938E+00
1.520000E+11 7.000E+15 333 1.700E-4 1.178081151E+00 1.178621138E+00 1.223936120E+00 1.225063780E+00
1.781000E+11 7.000E+15 333 1.700E-4 1.180501994E+00 1.180964830E+00 1.224383000E+00 1.225346932E+00
2.088000E+11 7.000E+15 333 1.700E-4 1.183183975E+00 1.183581210E+00 1.224846746E+00 1.225670713E+00
2.447000E+11 7.000E+15 333 1.700E-4 1.186138704E+00 1.186480234E+00 1.225335197E+00 1.226039585E+00
2.868000E+11 7.000E+15 333 1.700E-4 1.189371167E+00 1.189665403E+00 1.225855903E+00 1.226458125E+00
3.362000E+11 7.000E+15 333 1.700E-4 1.192877882E+00 1.193132011E+00 1.226415849E+00 1.226930812E+00
3.940000E+11 7.000E+15 333 1.700E-4 1.196645271E+00 1.196865387E+00 1.227021480E+00 1.227461985E+00
4.618000E+11 7.000E+15 333 1.700E-4 1.200648430E+00 1.200839728E+00 1.227678638E+00 1.228055565E+00
5.413000E+11 7.000E+15 333 1.700E-4 1.204850697E+00 1.205017587E+00 1.228392205E+00 1.228714884E+00
6.345000E+11 7.000E+15 333 1.700E-4 1.209204159E+00 1.209350338E+00 1.229166073E+00 1.229442487E+00
7.437000E+11 7.000E+15 333 1.700E-4 1.213651524E+00 1.213780090E+00 1.230002899E+00 1.230239882E+00
8.717000E+11 7.000E+15 333 1.700E-4 1.218129226E+00 1.218242765E+00 1.230904020E+00 1.231107379E+00
1.022000E+12 7.000E+15 333 1.700E-4 1.222571649E+00 1.222672305E+00 1.231869255E+00 1.232043963E+00
