N_Fe N_B T d n_Fe n_Fe_SRH
1.300000E+10 1.000E+16 340 1.800E-4 1.149040570E+00 1.158211829E+00
2.471000E+10 1.000E+16 340 1.800E-4 1.155115926E+00 1.160009062E+00
4.696000E+10 1.000E+16 340 1.800E-4 1.160715931E+00 1.163306359E+00
8.927000E+10 1.000E+16 340 1.800E-4 1.167798826E+00 1.169172020E+00
1.697000E+11 1.000E+16 340 1.800E-4 1.178302701E+00 1.179038445E+00
3.225000E+11 1.000E+16 340 1.800E-4 1.193689007E+00 1.194094096E+00
6.130000E+11 1.000E+16 340 1.800E-4 1.213516643E+00 1.213751334E+00
1.165000E+12 1.000E+16 340 1.800E-4 1.234338303E+00 1.234482594E+00
2.214000E+12 1.000E+16 340 1.800E-4 1.251970974E+00 1.252062503E+00
4.209000E+12 1.000E+16 340 1.800E-4 1.265236793E+00 1.265295227E+00
8.000000E+12 1.000E+16 340 1.800E-4 1.275398135E+00 1.275436277E+00
