T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
315 001_315 36.807 4.674420E-1 7.064782E-1 7.863470E+1 2.596810E+1 3.930370E-1 6.607045E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 1.800E-4 1.778E+16
315 002_315 36.807 4.670860E-1 7.045010E-1 7.862380E+1 2.587210E+1 3.927050E-1 6.588185E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 1.800E-4 1.778E+16
315 003_315 36.807 4.665760E-1 7.016397E-1 7.860780E+1 2.573370E+1 3.922360E-1 6.560758E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 1.800E-4 1.778E+16
315 004_315 36.807 4.658530E-1 6.975253E-1 7.858440E+1 2.553550E+1 3.915530E-1 6.521610E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 1.800E-4 1.778E+16
315 005_315 36.807 4.648430E-1 6.916630E-1 7.855050E+1 2.525510E+1 3.905960E-1 6.465796E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 1.800E-4 1.778E+16
315 006_315 36.807 4.634580E-1 6.834176E-1 7.850180E+1 2.486420E+1 3.892870E-1 6.387130E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 1.800E-4 1.778E+16
315 007_315 36.807 4.616040E-1 6.720266E-1 7.843320E+1 2.433070E+1 3.875290E-1 6.278431E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 1.800E-4 1.778E+16
315 008_315 36.807 4.591450E-1 6.566687E-1 7.834770E+1 2.362230E+1 3.852050E-1 6.132400E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 1.800E-4 1.778E+16
315 009_315 36.807 4.559790E-1 6.366140E-1 7.824810E+1 2.271410E+1 3.822750E-1 5.941813E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 1.800E-4 1.778E+16
315 010_315 36.807 4.522200E-1 6.114555E-1 7.811050E+1 2.159850E+1 3.787210E-1 5.703020E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 1.800E-4 1.778E+16
315 011_315 36.807 4.477950E-1 5.813541E-1 7.795500E+1 2.029380E+1 3.745800E-1 5.417752E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 1.800E-4 1.778E+16
315 012_315 36.807 4.428500E-1 5.471505E-1 7.777470E+1 1.884520E+1 3.699510E-1 5.093983E-1 1.000000E+0 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 1.800E-4 1.778E+16
315 013_315 36.807 4.374760E-1 5.102035E-1 7.757560E+1 1.731500E+1 3.649120E-1 4.744981E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 1.800E-4 1.778E+16
315 014_315 36.807 4.317950E-1 4.719781E-1 7.735270E+1 1.576430E+1 3.595610E-1 4.384331E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 1.800E-4 1.778E+16
315 015_315 36.807 4.257530E-1 4.336184E-1 7.712170E+1 1.423780E+1 3.539360E-1 4.022705E-1 1.000000E+0 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 1.800E-4 1.778E+16
315 016_315 36.807 4.194920E-1 3.957781E-1 7.685180E+1 1.275940E+1 3.480180E-1 3.666303E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 1.800E-4 1.778E+16
315 017_315 36.807 4.127860E-1 3.587533E-1 7.657390E+1 1.133970E+1 3.417870E-1 3.317769E-1 1.000000E+0 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 1.800E-4 1.778E+16
