fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_330 001_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 5.181296539E-28 1.000000000E+20 1.012921867E+00 2.480505875E-13 1.773025942E-02 
001_330_SRH 001_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 4.281646837E-28 1.000000000E+20 1.014771523E+00 2.191803226E-13 2.073280992E-02 
002_330 002_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 7.362271636E-28 1.000000000E+20 1.013451705E+00 3.502124031E-13 1.854924782E-02 
002_330_SRH 002_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 6.076036841E-28 1.000000000E+20 1.014768507E+00 3.213640576E-13 2.069004974E-02 
003_330 003_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 7.924953382E-28 1.000000000E+20 1.013838415E+00 4.997715139E-13 1.912259953E-02 
003_330_SRH 003_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.037178057E-27 1.000000000E+20 1.014764154E+00 4.709494318E-13 2.062756707E-02 
004_330 004_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.126407443E-27 1.000000000E+20 1.014112940E+00 7.184430622E-13 1.948973915E-02 
004_330_SRH 004_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.472345798E-27 1.000000000E+20 1.014757923E+00 6.896549699E-13 2.053645613E-02 
005_330 005_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.716767552E-27 1.000000000E+20 1.014302520E+00 1.037586595E-12 1.968199159E-02 
005_330_SRH 005_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.600613310E-27 1.000000000E+20 1.014749114E+00 1.008844838E-12 2.040401067E-02 
006_330 006_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.948512699E-27 1.000000000E+20 1.014428919E+00 1.502149551E-12 1.971762319E-02 
006_330_SRH 006_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.230800786E-27 1.000000000E+20 1.014736899E+00 1.473472789E-12 2.021234084E-02 
007_330 007_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 4.146431563E-27 1.000000000E+20 1.014508574E+00 2.175851840E-12 1.959983149E-02 
007_330_SRH 007_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 5.559139369E-27 1.000000000E+20 1.014720468E+00 2.147267359E-12 1.993678535E-02 
008_330 008_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 6.853604415E-27 1.000000000E+20 1.014553803E+00 3.147600031E-12 1.931631039E-02 
008_330_SRH 008_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 4.461538899E-27 1.000000000E+20 1.014699466E+00 3.119146743E-12 1.954442865E-02 
009_330 009_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 6.855037318E-27 1.000000000E+20 1.014574799E+00 4.538628370E-12 1.884018388E-02 
009_330_SRH 009_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 8.294125696E-27 1.000000000E+20 1.014674994E+00 4.510360422E-12 1.899355416E-02 
010_330 010_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.178658745E-26 1.000000000E+20 1.014582657E+00 6.508917942E-12 1.813357892E-02 
010_330_SRH 010_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.178858835E-26 1.000000000E+20 1.014651739E+00 6.480908473E-12 1.823580110E-02 
011_330 011_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.659270281E-26 1.000000000E+20 1.014594119E+00 9.260048779E-12 1.715677686E-02 
011_330_SRH 011_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.223944036E-26 1.000000000E+20 1.014641973E+00 9.232392641E-12 1.722412899E-02 
012_330 012_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 4.647826472E-26 1.000000000E+20 1.014638783E+00 1.303041739E-11 1.588711303E-02 
012_330_SRH 012_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.739399355E-26 1.000000000E+20 1.014672205E+00 1.300323088E-11 1.593081016E-02 
013_330 013_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.178579819E-26 1.000000000E+20 1.014768971E+00 1.807968138E-11 1.435285216E-02 
013_330_SRH 013_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.741038378E-26 1.000000000E+20 1.014792630E+00 1.805309586E-11 1.438063300E-02 
014_330 014_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 4.717052412E-26 1.000000000E+20 1.015069640E+00 2.466557163E-11 1.267814103E-02 
014_330_SRH 014_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 4.717469676E-26 1.000000000E+20 1.015086743E+00 2.463971849E-11 1.269537177E-02 
015_330 015_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.445543424E-26 1.000000000E+20 1.015662315E+00 3.302923363E-11 1.112054831E-02 
015_330_SRH 015_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.443934693E-26 1.000000000E+20 1.015675066E+00 3.300422110E-11 1.113099448E-02 
016_330 016_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.030968463E-26 1.000000000E+20 1.016694735E+00 4.341767501E-11 1.004438518E-02 
016_330_SRH 016_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.029194542E-26 1.000000000E+20 1.016704635E+00 4.339356154E-11 1.005072569E-02 
017_330 017_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.073824463E-11 1.000000000E+20 1.032131842E+00 3.569077429E-11 9.664156902E-03 
017_330_SRH 017_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.072088480E-11 1.000000000E+20 1.032137323E+00 3.568485878E-11 9.668262415E-03 
018_330 018_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 3.673692741E-11 1.000000000E+20 1.052599596E+00 3.597842652E-11 9.707360603E-03 
018_330_SRH 018_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 3.671965693E-11 1.000000000E+20 1.052608906E+00 3.597334394E-11 9.710102702E-03 
019_330 019_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 4.845008125E-11 1.000000000E+20 1.067184785E+00 4.465816692E-11 1.018675269E-02 
019_330_SRH 019_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 4.843350062E-11 1.000000000E+20 1.067195500E+00 4.465318884E-11 1.018863085E-02 
