fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_297 001_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.937379702E-15 1.000000000E+20 1.226745676E+00 8.205696007E-16 7.940933987E-04 
001_297_SRH 001_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.618388656E-15 1.000000000E+20 1.229943780E+00 8.163069227E-16 9.376952409E-04 
002_297 002_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.167277422E-15 1.000000000E+20 1.227593128E+00 9.603595115E-16 8.294381285E-04 
002_297_SRH 002_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.852429595E-15 1.000000000E+20 1.230364107E+00 9.562120778E-16 9.582209441E-04 
003_297 003_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.424031588E-15 1.000000000E+20 1.228436046E+00 1.124054016E-15 8.662639049E-04 
003_297_SRH 003_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.113745629E-15 1.000000000E+20 1.230838187E+00 1.120032191E-15 9.818879474E-04 
004_297 004_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.709133330E-15 1.000000000E+20 1.229285993E+00 1.315731873E-15 9.051129532E-04 
004_297_SRH 004_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.403829290E-15 1.000000000E+20 1.231370327E+00 1.311847134E-15 1.009108056E-03 
005_297 005_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 3.023804759E-15 1.000000000E+20 1.230153501E+00 1.540170573E-15 9.465656501E-04 
005_297_SRH 005_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.723892902E-15 1.000000000E+20 1.231964546E+00 1.536435382E-15 1.040325579E-03 
006_297 006_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 3.368955811E-15 1.000000000E+20 1.231047920E+00 1.802967930E-15 9.912315824E-04 
006_297_SRH 006_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 3.074823947E-15 1.000000000E+20 1.232624444E+00 1.799395823E-15 1.076012717E-03 
007_297 007_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 3.745209992E-15 1.000000000E+20 1.231985556E+00 2.110639575E-15 1.039543051E-03 
007_297_SRH 007_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 3.457192560E-15 1.000000000E+20 1.233369093E+00 2.107290096E-15 1.116423395E-03 
008_297 008_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 4.152761060E-15 1.000000000E+20 1.232959460E+00 2.470971931E-15 1.092460828E-03 
008_297_SRH 008_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 3.871177239E-15 1.000000000E+20 1.234169654E+00 2.467808507E-15 1.162464617E-03 
009_297 009_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 4.591663385E-15 1.000000000E+20 1.233979582E+00 2.892951829E-15 1.150524424E-03 
009_297_SRH 009_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 4.316752779E-15 1.000000000E+20 1.235042162E+00 2.889997934E-15 1.214547295E-03 
010_297 010_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 5.061794209E-15 1.000000000E+20 1.235051544E+00 3.387162804E-15 1.214244258E-03 
010_297_SRH 010_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 4.793723857E-15 1.000000000E+20 1.235988179E+00 3.384432481E-15 1.273036106E-03 
011_297 011_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 5.563012585E-15 1.000000000E+20 1.236178634E+00 3.966079037E-15 1.284282848E-03 
011_297_SRH 011_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 5.301868593E-15 1.000000000E+20 1.237007956E+00 3.963594523E-15 1.338519361E-03 
012_297 012_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 6.095372592E-15 1.000000000E+20 1.237370602E+00 4.644252704E-15 1.360864240E-03 
012_297_SRH 012_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 5.841151918E-15 1.000000000E+20 1.238109466E+00 4.642043714E-15 1.411093009E-03 
013_297 013_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 6.659135578E-15 1.000000000E+20 1.238613037E+00 5.438948203E-15 1.444868032E-03 
013_297_SRH 013_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 6.411763333E-15 1.000000000E+20 1.239273722E+00 5.437025842E-15 1.491596330E-03 
014_297 014_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 7.255128446E-15 1.000000000E+20 1.239911031E+00 6.370269015E-15 1.536505176E-03 
014_297_SRH 014_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 7.014445419E-15 1.000000000E+20 1.240504741E+00 6.368654331E-15 1.580151368E-03 
015_297 015_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 7.884757116E-15 1.000000000E+20 1.241268888E+00 7.461994367E-15 1.635991078E-03 
015_297_SRH 015_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 7.650535945E-15 1.000000000E+20 1.241805502E+00 7.460719482E-15 1.676902616E-03 
016_297 016_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 8.550049165E-15 1.000000000E+20 1.242679637E+00 8.741893728E-15 1.743629716E-03 
016_297_SRH 016_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 8.322003357E-15 1.000000000E+20 1.243166972E+00 8.740984709E-15 1.782105580E-03 
017_297 017_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 9.253760156E-15 1.000000000E+20 1.244149211E+00 1.024282872E-14 1.859380049E-03 
017_297_SRH 017_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 9.031560967E-15 1.000000000E+20 1.244594262E+00 1.024232640E-14 1.895659680E-03 
018_297 018_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 9.999263815E-15 1.000000000E+20 1.245671991E+00 1.200300825E-14 1.983278338E-03 
018_297_SRH 018_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 9.782537939E-15 1.000000000E+20 1.246081110E+00 1.200297327E-14 2.017552931E-03 
019_297 019_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.079041769E-14 1.000000000E+20 1.247248207E+00 1.406804333E-14 2.115444472E-03 
019_297_SRH 019_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.057880298E-14 1.000000000E+20 1.247624974E+00 1.406849500E-14 2.147898840E-03 
020_297 020_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.163162043E-14 1.000000000E+20 1.248878522E+00 1.649096829E-14 2.255672218E-03 
020_297_SRH 020_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.142474054E-14 1.000000000E+20 1.249227046E+00 1.649196907E-14 2.286442692E-03 
021_297 021_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.252744593E-14 1.000000000E+20 1.250551227E+00 1.933385662E-14 2.404206209E-03 
021_297_SRH 021_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.232493084E-14 1.000000000E+20 1.250874550E+00 1.933546064E-14 2.433416977E-03 
022_297 022_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.348287028E-14 1.000000000E+20 1.252278152E+00 2.267044622E-14 2.560548042E-03 
022_297_SRH 022_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.328436908E-14 1.000000000E+20 1.252579011E+00 2.267272470E-14 2.588292256E-03 
023_297 023_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.450291861E-14 1.000000000E+20 1.254062881E+00 2.658740762E-14 2.724555007E-03 
023_297_SRH 023_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.430810528E-14 1.000000000E+20 1.254343619E+00 2.659044741E-14 2.750909970E-03 
024_297 024_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.559255195E-14 1.000000000E+20 1.255898500E+00 3.118589449E-14 2.896302117E-03 
024_297_SRH 024_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.540112849E-14 1.000000000E+20 1.256160965E+00 3.118978606E-14 2.921338476E-03 
