N_Fe N_B T d n_Fe n_Fe_SRH
1.100000E+12 8.000E+16 292 2.200E-4 1.319673505E+00 1.322546617E+00
1.302000E+12 8.000E+16 292 2.200E-4 1.322401390E+00 1.324968725E+00
1.540000E+12 8.000E+16 292 2.200E-4 1.325203496E+00 1.327500546E+00
1.822000E+12 8.000E+16 292 2.200E-4 1.328069746E+00 1.330127392E+00
2.156000E+12 8.000E+16 292 2.200E-4 1.330989160E+00 1.332834284E+00
2.551000E+12 8.000E+16 292 2.200E-4 1.333950616E+00 1.335606660E+00
3.018000E+12 8.000E+16 292 2.200E-4 1.336943463E+00 1.338430919E+00
3.571000E+12 8.000E+16 292 2.200E-4 1.339957929E+00 1.341294759E+00
4.226000E+12 8.000E+16 292 2.200E-4 1.342985320E+00 1.344187316E+00
5.000000E+12 8.000E+16 292 2.200E-4 1.346018036E+00 1.347099124E+00
