N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+15 303 1.800E-4 1.109123189E+00 1.109276988E+00
1.468000E+10 1.000E+15 303 1.800E-4 1.109737356E+00 1.109835700E+00
2.154000E+10 1.000E+15 303 1.800E-4 1.110582808E+00 1.110647120E+00
3.162000E+10 1.000E+15 303 1.800E-4 1.111776782E+00 1.111819794E+00
4.642000E+10 1.000E+15 303 1.800E-4 1.113473036E+00 1.113502469E+00
6.813000E+10 1.000E+15 303 1.800E-4 1.115871349E+00 1.115892036E+00
1.000000E+11 1.000E+15 303 1.800E-4 1.119219999E+00 1.119235025E+00
1.468000E+11 1.000E+15 303 1.800E-4 1.123801342E+00 1.123812754E+00
2.154000E+11 1.000E+15 303 1.800E-4 1.129885335E+00 1.129894482E+00
3.162000E+11 1.000E+15 303 1.800E-4 1.137635231E+00 1.137643030E+00
4.642000E+11 1.000E+15 303 1.800E-4 1.146968408E+00 1.146975455E+00
6.813000E+11 1.000E+15 303 1.800E-4 1.157427241E+00 1.157433874E+00
1.000000E+12 1.000E+15 303 1.800E-4 1.168181399E+00 1.168187756E+00
1.468000E+12 1.000E+15 303 1.800E-4 1.178268454E+00 1.178274476E+00
2.154000E+12 1.000E+15 303 1.800E-4 1.186991548E+00 1.186997119E+00
3.162000E+12 1.000E+15 303 1.800E-4 1.194178217E+00 1.194183246E+00
4.642000E+12 1.000E+15 303 1.800E-4 1.200094283E+00 1.200098729E+00
6.813000E+12 1.000E+15 303 1.800E-4 1.205150537E+00 1.205154434E+00
1.000000E+13 1.000E+15 303 1.800E-4 1.209671047E+00 1.209674463E+00
