N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.400E+15 290 1.500E-4 1.206280223E+00 1.208356501E+00
1.468000E+10 1.400E+15 290 1.500E-4 1.206949142E+00 1.208399381E+00
2.154000E+10 1.400E+15 290 1.500E-4 1.207455289E+00 1.208461948E+00
3.162000E+10 1.400E+15 290 1.500E-4 1.207857169E+00 1.208553063E+00
4.642000E+10 1.400E+15 290 1.500E-4 1.208205329E+00 1.208685311E+00
6.813000E+10 1.400E+15 290 1.500E-4 1.208545461E+00 1.208876326E+00
1.000000E+11 1.400E+15 290 1.500E-4 1.208921987E+00 1.209150308E+00
1.468000E+11 1.400E+15 290 1.500E-4 1.209381409E+00 1.209539419E+00
2.154000E+11 1.400E+15 290 1.500E-4 1.209974707E+00 1.210084622E+00
3.162000E+11 1.400E+15 290 1.500E-4 1.210757804E+00 1.210834869E+00
4.642000E+11 1.400E+15 290 1.500E-4 1.211789215E+00 1.211843873E+00
6.813000E+11 1.400E+15 290 1.500E-4 1.213124782E+00 1.213164165E+00
1.000000E+12 1.400E+15 290 1.500E-4 1.214811575E+00 1.214840543E+00
1.468000E+12 1.400E+15 290 1.500E-4 1.216884756E+00 1.216906617E+00
2.154000E+12 1.400E+15 290 1.500E-4 1.219369265E+00 1.219386237E+00
3.162000E+12 1.400E+15 290 1.500E-4 1.222281342E+00 1.222294909E+00
4.642000E+12 1.400E+15 290 1.500E-4 1.225622362E+00 1.225633500E+00
6.813000E+12 1.400E+15 290 1.500E-4 1.229367213E+00 1.229376550E+00
1.000000E+13 1.400E+15 290 1.500E-4 1.233460110E+00 1.233468039E+00
