N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.400E+15 290 1.500E-4 1.195914722E+00 1.200535788E+00
1.468000E+10 1.400E+15 290 1.500E-4 1.197240866E+00 1.200551072E+00
2.154000E+10 1.400E+15 290 1.500E-4 1.198233570E+00 1.200573439E+00
3.162000E+10 1.400E+15 290 1.500E-4 1.198968303E+00 1.200606193E+00
4.642000E+10 1.400E+15 290 1.500E-4 1.199515365E+00 1.200654157E+00
6.813000E+10 1.400E+15 290 1.500E-4 1.199935917E+00 1.200724345E+00
1.000000E+11 1.400E+15 290 1.500E-4 1.200282227E+00 1.200826935E+00
1.468000E+11 1.400E+15 290 1.500E-4 1.200600354E+00 1.200976605E+00
2.154000E+11 1.400E+15 290 1.500E-4 1.200934025E+00 1.201194368E+00
3.162000E+11 1.400E+15 290 1.500E-4 1.201362665E+00 1.201544332E+00
4.642000E+11 1.400E+15 290 1.500E-4 1.201873257E+00 1.202000057E+00
6.813000E+11 1.400E+15 290 1.500E-4 1.202560013E+00 1.202649456E+00
1.000000E+12 1.400E+15 290 1.500E-4 1.203501044E+00 1.203564954E+00
1.468000E+12 1.400E+15 290 1.500E-4 1.204789365E+00 1.204835817E+00
2.154000E+12 1.400E+15 290 1.500E-4 1.206518133E+00 1.206552612E+00
3.162000E+12 1.400E+15 290 1.500E-4 1.208819995E+00 1.208846254E+00
4.642000E+12 1.400E+15 290 1.500E-4 1.211741898E+00 1.211762430E+00
6.813000E+12 1.400E+15 290 1.500E-4 1.215324146E+00 1.215340618E+00
1.000000E+13 1.400E+15 290 1.500E-4 1.219554096E+00 1.219567600E+00
