N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+15 305 1.500E-4 1.204213194E+00 1.210134813E+00
1.468000E+10 3.162E+15 305 1.500E-4 1.205898859E+00 1.210151749E+00
2.154000E+10 3.162E+15 305 1.500E-4 1.207158929E+00 1.210176556E+00
3.162000E+10 3.162E+15 305 1.500E-4 1.208092633E+00 1.210212877E+00
4.642000E+10 3.162E+15 305 1.500E-4 1.208787146E+00 1.210266013E+00
6.813000E+10 3.162E+15 305 1.500E-4 1.209317204E+00 1.210343632E+00
1.000000E+11 3.162E+15 305 1.500E-4 1.209746340E+00 1.210456797E+00
1.468000E+11 3.162E+15 305 1.500E-4 1.210129854E+00 1.210621273E+00
2.154000E+11 3.162E+15 305 1.500E-4 1.210518891E+00 1.210859273E+00
3.162000E+11 3.162E+15 305 1.500E-4 1.210964869E+00 1.211201500E+00
4.642000E+11 3.162E+15 305 1.500E-4 1.211523720E+00 1.211689282E+00
6.813000E+11 3.162E+15 305 1.500E-4 1.212259122E+00 1.212376102E+00
1.000000E+12 3.162E+15 305 1.500E-4 1.213243640E+00 1.213327466E+00
1.468000E+12 3.162E+15 305 1.500E-4 1.214556253E+00 1.214617479E+00
2.154000E+12 3.162E+15 305 1.500E-4 1.216274940E+00 1.216320766E+00
3.162000E+12 3.162E+15 305 1.500E-4 1.218464491E+00 1.218499794E+00
4.642000E+12 3.162E+15 305 1.500E-4 1.221162465E+00 1.221190521E+00
6.813000E+12 3.162E+15 305 1.500E-4 1.224369181E+00 1.224392142E+00
1.000000E+13 3.162E+15 305 1.500E-4 1.228048005E+00 1.228067258E+00
