T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
320 001_320 36.232 4.560160E-1 7.379588E-1 7.801550E+1 2.625380E+1 3.815530E-1 6.880797E-1 1.000000E+0 1.000000E+10 1.000000E+10 3.800E-4 1.000E+16
320 002_320 36.232 4.554620E-1 7.356071E-1 7.799370E+1 2.613100E+1 3.810250E-1 6.858088E-1 1.000000E+0 1.468000E+10 1.468000E+10 3.800E-4 1.000E+16
320 003_320 36.232 4.546800E-1 7.322438E-1 7.796270E+1 2.595660E+1 3.802640E-1 6.825956E-1 1.000000E+0 2.154000E+10 2.154000E+10 3.800E-4 1.000E+16
320 004_320 36.232 4.535980E-1 7.274879E-1 7.791920E+1 2.571230E+1 3.792290E-1 6.780167E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.800E-4 1.000E+16
320 005_320 36.232 4.521310E-1 7.208680E-1 7.785960E+1 2.537650E+1 3.778220E-1 6.716535E-1 1.000000E+0 4.642000E+10 4.642000E+10 3.800E-4 1.000E+16
320 006_320 36.232 4.501990E-1 7.118484E-1 7.778030E+1 2.492650E+1 3.759670E-1 6.629983E-1 1.000000E+0 6.813000E+10 6.813000E+10 3.800E-4 1.000E+16
320 007_320 36.232 4.476290E-1 6.998993E-1 7.769750E+1 2.434220E+1 3.736040E-1 6.515535E-1 1.000000E+0 1.000000E+11 1.000000E+11 3.800E-4 1.000E+16
320 008_320 36.232 4.445260E-1 6.846155E-1 7.758820E+1 2.361240E+1 3.706930E-1 6.369790E-1 1.000000E+0 1.468000E+11 1.468000E+11 3.800E-4 1.000E+16
320 009_320 36.232 4.409460E-1 6.658545E-1 7.744900E+1 2.273940E+1 3.673140E-1 6.190731E-1 1.000000E+0 2.154000E+11 2.154000E+11 3.800E-4 1.000E+16
320 010_320 36.232 4.368150E-1 6.438184E-1 7.730810E+1 2.174130E+1 3.635060E-1 5.981013E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.800E-4 1.000E+16
320 011_320 36.232 4.323900E-1 6.189915E-1 7.713930E+1 2.064600E+1 3.593650E-1 5.745135E-1 1.000000E+0 4.642000E+11 4.642000E+11 3.800E-4 1.000E+16
320 012_320 36.232 4.276440E-1 5.919301E-1 7.696040E+1 1.948140E+1 3.549510E-1 5.488467E-1 1.000000E+0 6.813000E+11 6.813000E+11 3.800E-4 1.000E+16
320 013_320 36.232 4.226390E-1 5.630306E-1 7.676230E+1 1.826620E+1 3.502640E-1 5.215002E-1 1.000000E+0 1.000000E+12 1.000000E+12 3.800E-4 1.000E+16
320 014_320 36.232 4.173130E-1 5.324440E-1 7.654880E+1 1.700880E+1 3.453220E-1 4.925492E-1 1.000000E+0 1.468000E+12 1.468000E+12 3.800E-4 1.000E+16
320 015_320 36.232 4.116730E-1 5.001888E-1 7.630620E+1 1.571250E+1 3.400290E-1 4.620933E-1 1.000000E+0 2.154000E+12 2.154000E+12 3.800E-4 1.000E+16
320 016_320 36.232 4.055760E-1 4.663505E-1 7.604960E+1 1.438410E+1 3.343850E-1 4.301652E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.800E-4 1.000E+16
320 017_320 36.232 3.991510E-1 4.312130E-1 7.574730E+1 1.303760E+1 3.283300E-1 3.970874E-1 1.000000E+0 4.642000E+12 4.642000E+12 3.800E-4 1.000E+16
320 018_320 36.232 3.922460E-1 3.952626E-1 7.542310E+1 1.169360E+1 3.219040E-1 3.632630E-1 1.000000E+0 6.813000E+12 6.813000E+12 3.800E-4 1.000E+16
320 019_320 36.232 3.849200E-1 3.591126E-1 7.506180E+1 1.037570E+1 3.150880E-1 3.292970E-1 1.000000E+0 1.000000E+13 1.000000E+13 3.800E-4 1.000E+16
320 020_320 36.232 3.772270E-1 3.234171E-1 7.464870E+1 9.107300E+0 3.078810E-1 2.958048E-1 1.000000E+0 1.468000E+13 1.468000E+13 3.800E-4 1.000E+16
320 021_320 36.232 3.691660E-1 2.888039E-1 7.417710E+1 7.908500E+0 3.002830E-1 2.633680E-1 1.000000E+0 2.154000E+13 2.154000E+13 3.800E-4 1.000E+16
320 022_320 36.232 3.606860E-1 2.558260E-1 7.364750E+1 6.795700E+0 2.923140E-1 2.324780E-1 1.000000E+0 3.162000E+13 3.162000E+13 3.800E-4 1.000E+16
320 023_320 36.232 3.517800E-1 2.249288E-1 7.304790E+1 5.779900E+0 2.839360E-1 2.035656E-1 1.000000E+0 4.642000E+13 4.642000E+13 3.800E-4 1.000E+16
320 024_320 36.232 3.424750E-1 1.964325E-1 7.235250E+1 4.867400E+0 2.751270E-1 1.769142E-1 1.000000E+0 6.813000E+13 6.813000E+13 3.800E-4 1.000E+16
320 025_320 36.232 3.327380E-1 1.705288E-1 7.154080E+1 4.059300E+0 2.658300E-1 1.527036E-1 1.000000E+0 1.000000E+14 1.000000E+14 3.800E-4 1.000E+16
