N_Fe N_B T d n_FeB n_FeB_SRH
1.100000E+10 8.000E+16 302 2.200E-4 1.207682488E+00 1.226551551E+00
1.302000E+10 8.000E+16 302 2.200E-4 1.210739124E+00 1.226926324E+00
1.540000E+10 8.000E+16 302 2.200E-4 1.213500302E+00 1.227355696E+00
1.822000E+10 8.000E+16 302 2.200E-4 1.216009769E+00 1.227845128E+00
2.156000E+10 8.000E+16 302 2.200E-4 1.218308538E+00 1.228399975E+00
2.551000E+10 8.000E+16 302 2.200E-4 1.220434148E+00 1.229025103E+00
3.018000E+10 8.000E+16 302 2.200E-4 1.222420534E+00 1.229724674E+00
3.571000E+10 8.000E+16 302 2.200E-4 1.224297674E+00 1.230501819E+00
4.226000E+10 8.000E+16 302 2.200E-4 1.226091473E+00 1.231358421E+00
5.000000E+10 8.000E+16 302 2.200E-4 1.227823737E+00 1.232294787E+00
