fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_336 001_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.656749777E-14 1.000000000E+20 1.006470874E+00 2.944591441E-13 4.254333400E-03 
001_336_SRH 001_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.450751284E-28 1.000000000E+20 1.007470931E+00 2.479257184E-13 5.633687098E-03 
002_336 002_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.618758962E-14 1.000000000E+20 1.007987829E+00 3.492154756E-13 4.580989384E-03 
002_336_SRH 002_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.033272361E-26 1.000000000E+20 1.007477349E+00 3.624004719E-13 5.594999842E-03 
003_336 003_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.123519187E-13 1.000000000E+20 1.010603455E+00 3.893567011E-13 4.811476257E-03 
003_336_SRH 003_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.000106009E-13 1.000000000E+20 1.009372060E+00 4.288589821E-13 5.540591821E-03 
004_336 004_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.214895398E-13 1.000000000E+20 1.014688046E+00 4.210090009E-13 4.947681142E-03 
004_336_SRH 004_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.308905703E-13 1.000000000E+20 1.013827226E+00 4.390951174E-13 5.462461906E-03 
005_336 005_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.359808217E-13 1.000000000E+20 1.020728246E+00 4.530502105E-13 4.992875088E-03 
005_336_SRH 005_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.564206617E-13 1.000000000E+20 1.020138816E+00 4.605657185E-13 5.350876119E-03 
006_336 006_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.189317666E-12 1.000000000E+20 1.029328824E+00 4.941962261E-13 4.947939618E-03 
006_336_SRH 006_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.115340384E-12 1.000000000E+20 1.028935267E+00 4.967914224E-13 5.193673624E-03 
007_336 007_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.827248035E-12 1.000000000E+20 1.041160837E+00 5.536141695E-13 4.810157901E-03 
007_336_SRH 007_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.756377843E-12 1.000000000E+20 1.040907876E+00 5.540231165E-13 4.976744561E-03 
008_336 008_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.705954500E-12 1.000000000E+20 1.056811675E+00 6.429278366E-13 4.575119673E-03 
008_336_SRH 008_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.637256991E-12 1.000000000E+20 1.056659944E+00 6.424135145E-13 4.686573486E-03 
009_336 009_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.886791149E-12 1.000000000E+20 1.076499137E+00 7.787092116E-13 4.242437929E-03 
009_336_SRH 009_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.820095121E-12 1.000000000E+20 1.076420785E+00 7.778351227E-13 4.315897014E-03 
010_336 010_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.426962758E-12 1.000000000E+20 1.099685520E+00 9.853744056E-13 3.825050100E-03 
010_336_SRH 010_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.362452002E-12 1.000000000E+20 1.099660290E+00 9.843835167E-13 3.872652667E-03 
011_336 011_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.368148472E-12 1.000000000E+20 1.124810438E+00 1.298551143E-12 3.358362081E-03 
011_336_SRH 011_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.306124409E-12 1.000000000E+20 1.124822283E+00 1.297545018E-12 3.388683121E-03 
012_336 012_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.729639029E-12 1.000000000E+20 1.149522870E+00 1.769213117E-12 2.900634175E-03 
012_336_SRH 012_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.670359136E-12 1.000000000E+20 1.149557876E+00 1.768232704E-12 2.919712038E-03 
013_336 013_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.251499772E-11 1.000000000E+20 1.171562581E+00 2.469601606E-12 2.517360079E-03 
013_336_SRH 013_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.245856305E-11 1.000000000E+20 1.171608648E+00 2.468662036E-12 2.529383760E-03 
014_336 014_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.573557346E-11 1.000000000E+20 1.189738257E+00 3.502839813E-12 2.255767144E-03 
014_336_SRH 014_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.568187598E-11 1.000000000E+20 1.189786080E+00 3.501944844E-12 2.263543189E-03 
015_336 015_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.944102152E-11 1.000000000E+20 1.204162212E+00 5.018396876E-12 2.129279391E-03 
015_336_SRH 015_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.938976148E-11 1.000000000E+20 1.204206117E+00 5.017544890E-12 2.134592853E-03 
016_336 016_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.373870475E-11 1.000000000E+20 1.215674455E+00 7.235437061E-12 2.124944269E-03 
