N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+15 310 1.800E-4 1.203647353E+00 1.209160828E+00
1.468000E+10 3.162E+15 310 1.800E-4 1.205293960E+00 1.209185006E+00
2.154000E+10 3.162E+15 310 1.800E-4 1.206496585E+00 1.209220396E+00
3.162000E+10 3.162E+15 310 1.800E-4 1.207377630E+00 1.209272101E+00
4.642000E+10 3.162E+15 310 1.800E-4 1.208036036E+00 1.209347556E+00
6.813000E+10 3.162E+15 310 1.800E-4 1.208552091E+00 1.209457348E+00
1.000000E+11 3.162E+15 310 1.800E-4 1.208992506E+00 1.209616487E+00
1.468000E+11 3.162E+15 310 1.800E-4 1.209415694E+00 1.209845881E+00
2.154000E+11 3.162E+15 310 1.800E-4 1.209876831E+00 1.210173981E+00
3.162000E+11 3.162E+15 310 1.800E-4 1.210432159E+00 1.210638225E+00
4.642000E+11 3.162E+15 310 1.800E-4 1.211141778E+00 1.211285622E+00
6.813000E+11 3.162E+15 310 1.800E-4 1.212070006E+00 1.212171438E+00
1.000000E+12 3.162E+15 310 1.800E-4 1.213282311E+00 1.213354888E+00
1.468000E+12 3.162E+15 310 1.800E-4 1.214838459E+00 1.214891457E+00
2.154000E+12 3.162E+15 310 1.800E-4 1.216783303E+00 1.216823029E+00
3.162000E+12 3.162E+15 310 1.800E-4 1.219138302E+00 1.219169027E+00
4.642000E+12 3.162E+15 310 1.800E-4 1.221897976E+00 1.221922532E+00
6.813000E+12 3.162E+15 310 1.800E-4 1.225033873E+00 1.225054107E+00
1.000000E+13 3.162E+15 310 1.800E-4 1.228505740E+00 1.228522835E+00
