fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_303 001_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.948038157E-15 1.000000000E+20 1.208250308E+00 4.608309065E-16 2.725667729E-03 
001_303_SRH 001_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.169298081E-15 1.000000000E+20 1.218402922E+00 4.485958652E-16 4.476596382E-03 
002_303 002_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.477046215E-15 1.000000000E+20 1.211333176E+00 6.702577470E-16 3.143373865E-03 
002_303_SRH 002_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.701881783E-15 1.000000000E+20 1.218552249E+00 6.582393962E-16 4.512208015E-03 
003_303 003_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.237796963E-15 1.000000000E+20 1.213675164E+00 9.775223172E-16 3.520891362E-03 
003_303_SRH 003_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.467716056E-15 1.000000000E+20 1.218767871E+00 9.657235930E-16 4.564186999E-03 
004_303 004_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 4.322001109E-15 1.000000000E+20 1.215507765E+00 1.428135294E-15 3.858986461E-03 
004_303_SRH 004_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.559080388E-15 1.000000000E+20 1.219077050E+00 1.416575254E-15 4.639861338E-03 
005_303 005_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 5.847876528E-15 1.000000000E+20 1.217025782E+00 2.088663964E-15 4.171029812E-03 
005_303_SRH 005_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 5.094904484E-15 1.000000000E+20 1.219515975E+00 2.077382338E-15 4.749624684E-03 
006_303 006_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 7.958812710E-15 1.000000000E+20 1.218396882E+00 3.056392287E-15 4.480007317E-03 
006_303_SRH 006_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 7.219387792E-15 1.000000000E+20 1.220130614E+00 3.045453700E-15 4.907984574E-03 
007_303 007_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.081365326E-14 1.000000000E+20 1.219767288E+00 4.473403977E-15 4.816043583E-03 
007_303_SRH 007_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.009215742E-14 1.000000000E+20 1.220975528E+00 4.462900494E-15 5.134725975E-03 
008_303 008_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.456557139E-14 1.000000000E+20 1.221263428E+00 6.547198658E-15 5.215109289E-03 
008_303_SRH 008_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.386691341E-14 1.000000000E+20 1.222109605E+00 6.537249836E-15 5.455935500E-03 
