fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_300 001_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.245572825E-15 1.000000000E+20 1.215031122E+00 1.869948456E-16 2.541436979E-04 
001_300_SRH 001_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 5.638029451E-16 1.000000000E+20 1.235986261E+00 1.767869435E-16 5.741731300E-04 
002_300 002_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.468344125E-15 1.000000000E+20 1.221807403E+00 2.688616021E-16 3.210879097E-04 
002_300_SRH 002_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 8.009446054E-16 1.000000000E+20 1.236709308E+00 2.591053105E-16 5.928679843E-04 
003_300 003_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.771737893E-15 1.000000000E+20 1.227196584E+00 3.888162162E-16 3.936003093E-04 
003_300_SRH 003_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.123522071E-15 1.000000000E+20 1.237697560E+00 3.795711878E-16 6.196793742E-04 
004_300 004_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.174258305E-15 1.000000000E+20 1.231661409E+00 5.643951440E-16 4.720934827E-04 
004_300_SRH 004_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.550698152E-15 1.000000000E+20 1.239013218E+00 5.557462481E-16 6.577497668E-04 
005_300 005_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.691948652E-15 1.000000000E+20 1.235574871E+00 8.212136934E-16 5.591391641E-04 
005_300_SRH 005_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.098613789E-15 1.000000000E+20 1.240708469E+00 8.132633437E-16 7.110734764E-04 
006_300 006_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 3.335778056E-15 1.000000000E+20 1.239215097E+00 1.196761665E-15 6.593627317E-04 
006_300_SRH 006_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.777447915E-15 1.000000000E+20 1.242811202E+00 1.189619136E-15 7.844164158E-04 
007_300 007_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.111588361E-15 1.000000000E+20 1.242767901E+00 1.746065066E-15 7.787169779E-04 
007_300_SRH 007_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 3.591259012E-15 1.000000000E+20 1.245314834E+00 1.739836490E-15 8.829792450E-04 
008_300 008_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 5.024369734E-15 1.000000000E+20 1.246339763E+00 2.550112826E-15 9.234039929E-04 
008_300_SRH 008_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.542560953E-15 1.000000000E+20 1.248179842E+00 2.544898557E-15 1.011786478E-03 
009_300 009_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 6.085705358E-15 1.000000000E+20 1.249982219E+00 3.728314054E-15 1.098778023E-03 
009_300_SRH 009_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 5.640421218E-15 1.000000000E+20 1.251348929E+00 3.724219243E-15 1.174953832E-03 
010_300 010_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 7.320112962E-15 1.000000000E+20 1.253720473E+00 5.456822857E-15 1.308651969E-03 
010_300_SRH 010_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 6.907481602E-15 1.000000000E+20 1.254768551E+00 5.453981751E-15 1.375214806E-03 
011_300 011_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 8.766410873E-15 1.000000000E+20 1.257576364E+00 7.995501055E-15 1.555321685E-03 
011_300_SRH 011_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 8.381675531E-15 1.000000000E+20 1.258405898E+00 7.994110767E-15 1.614039250E-03 
012_300 012_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.047433989E-14 1.000000000E+20 1.261579819E+00 1.172775315E-14 1.840189342E-03 
012_300_SRH 012_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.011277452E-14 1.000000000E+20 1.262254590E+00 1.172811063E-14 1.892259119E-03 
013_300 013_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.250009256E-14 1.000000000E+20 1.265771958E+00 1.721940432E-14 2.164238686E-03 
013_300_SRH 013_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.215772071E-14 1.000000000E+20 1.266328850E+00 1.722182398E-14 2.210563629E-03 
014_300 014_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.490450859E-14 1.000000000E+20 1.270167019E+00 2.530565822E-14 2.529539356E-03 
014_300_SRH 014_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.457826452E-14 1.000000000E+20 1.270657908E+00 2.531194712E-14 2.569962860E-03 
015_300 015_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.775423073E-14 1.000000000E+20 1.274846526E+00 3.722505981E-14 2.935654343E-03 
015_300_SRH 015_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.744119686E-14 1.000000000E+20 1.275261159E+00 3.723500869E-14 2.971483941E-03 
016_300 016_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.112013784E-14 1.000000000E+20 1.279808451E+00 5.480935024E-14 3.384016585E-03 
016_300_SRH 016_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.081925778E-14 1.000000000E+20 1.280165075E+00 5.482254172E-14 3.415424020E-03 
017_300 017_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.508218314E-14 1.000000000E+20 1.285097824E+00 8.076873622E-14 3.873811757E-03 
017_300_SRH 017_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.479104258E-14 1.000000000E+20 1.285393468E+00 8.078951419E-14 3.902046154E-03 
018_300 018_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.972303675E-14 1.000000000E+20 1.290644658E+00 1.191229345E-13 4.404287788E-03 
018_300_SRH 018_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.944059880E-14 1.000000000E+20 1.290894173E+00 1.191510329E-13 4.428626399E-03 
019_300 019_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 3.514747251E-14 1.000000000E+20 1.296573890E+00 1.758242810E-13 4.969108372E-03 
019_300_SRH 019_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 3.487297331E-14 1.000000000E+20 1.296786951E+00 1.758622805E-13 4.990023817E-03 
