fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_336 001_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.722577716E-13 1.000000000E+20 1.200762631E+00 1.258289809E-14 4.175368960E-04 
001_336_SRH 001_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.113194503E-14 1.000000000E+20 1.229841331E+00 1.132160449E-14 8.880630073E-04 
002_336 002_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.141450989E-13 1.000000000E+20 1.209305112E+00 1.784807629E-14 5.123023849E-04 
002_336_SRH 002_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.331966234E-13 1.000000000E+20 1.229999035E+00 1.660980937E-14 8.923319960E-04 
003_336 003_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.749806843E-13 1.000000000E+20 1.215684188E+00 2.558236553E-14 6.015211349E-04 
003_336_SRH 003_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.942999785E-13 1.000000000E+20 1.230228251E+00 2.436277005E-14 8.985836569E-04 
004_336 004_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.629299473E-13 1.000000000E+20 1.220433903E+00 3.692641098E-14 6.816789109E-04 
004_336_SRH 004_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.826421293E-13 1.000000000E+20 1.230559865E+00 3.572348046E-14 9.077305125E-04 
005_336 005_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.892304161E-13 1.000000000E+20 1.224036518E+00 5.354514691E-14 7.524220053E-04 
005_336_SRH 005_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.095085830E-13 1.000000000E+20 1.231036589E+00 5.235896605E-14 9.210952940E-04 
006_336 006_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.688935619E-13 1.000000000E+20 1.226902546E+00 7.786224176E-14 8.161845384E-04 
006_336_SRH 006_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.899738002E-13 1.000000000E+20 1.231715592E+00 7.669490284E-14 9.405806966E-04 
007_336 007_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.211165681E-13 1.000000000E+20 1.229374787E+00 1.133955178E-13 8.774858465E-04 
007_336_SRH 007_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.433122027E-13 1.000000000E+20 1.232670146E+00 1.122511220E-13 9.689022806E-04 
008_336 008_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.268930293E-12 1.000000000E+20 1.231739279E+00 1.652356681E-13 9.423906346E-04 
008_336_SRH 008_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.192639866E-12 1.000000000E+20 1.233987778E+00 1.641203153E-13 1.009885176E-03 
009_336 009_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.737483801E-12 1.000000000E+20 1.234232462E+00 2.407319262E-13 1.018335716E-03 
009_336_SRH 009_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.663183572E-12 1.000000000E+20 1.235762374E+00 2.396534871E-13 1.068811055E-03 
010_336 010_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.350632857E-12 1.000000000E+20 1.237037162E+00 3.504860413E-13 1.114236977E-03 
010_336_SRH 010_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.278842374E-12 1.000000000E+20 1.238075930E+00 3.494535167E-13 1.152778126E-03 
011_336 011_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.126567928E-12 1.000000000E+20 1.240266388E+00 5.098219280E-13 1.240675682E-03 
011_336_SRH 011_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.057781413E-12 1.000000000E+20 1.240970896E+00 5.088442606E-13 1.270937876E-03 
012_336 012_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.074992260E-12 1.000000000E+20 1.243941670E+00 7.409992644E-13 1.409867681E-03 
012_336_SRH 012_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.009583692E-12 1.000000000E+20 1.244419979E+00 7.400838046E-13 1.434430233E-03 
013_336 013_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.199369181E-12 1.000000000E+20 1.247984373E+00 1.076565373E-12 1.635119154E-03 
013_336_SRH 013_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.137500533E-12 1.000000000E+20 1.248310611E+00 1.075716303E-12 1.655776199E-03 
