N_Fe N_B T d n_Fe n_Fe_SRH
5.000000E+10 7.000E+15 309 2.000E-4 1.240513255E+00 1.242253648E+00
5.861000E+10 7.000E+15 309 2.000E-4 1.240903006E+00 1.242397250E+00
6.869000E+10 7.000E+15 309 2.000E-4 1.241280451E+00 1.242562965E+00
8.051000E+10 7.000E+15 309 2.000E-4 1.241653155E+00 1.242753731E+00
9.437000E+10 7.000E+15 309 2.000E-4 1.242028324E+00 1.242972746E+00
1.106000E+11 7.000E+15 309 2.000E-4 1.242412884E+00 1.243223391E+00
1.296000E+11 7.000E+15 309 2.000E-4 1.242813493E+00 1.243509267E+00
1.520000E+11 7.000E+15 309 2.000E-4 1.243236496E+00 1.243834047E+00
1.781000E+11 7.000E+15 309 2.000E-4 1.243687932E+00 1.244201460E+00
2.088000E+11 7.000E+15 309 2.000E-4 1.244173439E+00 1.244615151E+00
2.447000E+11 7.000E+15 309 2.000E-4 1.244698233E+00 1.245078598E+00
2.868000E+11 7.000E+15 309 2.000E-4 1.245266981E+00 1.245594959E+00
3.362000E+11 7.000E+15 309 2.000E-4 1.245883708E+00 1.246167017E+00
3.940000E+11 7.000E+15 309 2.000E-4 1.246551779E+00 1.246797007E+00
4.618000E+11 7.000E+15 309 2.000E-4 1.247273811E+00 1.247486598E+00
5.413000E+11 7.000E+15 309 2.000E-4 1.248051674E+00 1.248236850E+00
6.345000E+11 7.000E+15 309 2.000E-4 1.248886535E+00 1.249048217E+00
7.437000E+11 7.000E+15 309 2.000E-4 1.249778912E+00 1.249920614E+00
8.717000E+11 7.000E+15 309 2.000E-4 1.250728795E+00 1.250853506E+00
1.022000E+12 7.000E+15 309 2.000E-4 1.251735728E+00 1.251846003E+00
1.198000E+12 7.000E+15 309 2.000E-4 1.252798959E+00 1.252896950E+00
1.404000E+12 7.000E+15 309 2.000E-4 1.253917489E+00 1.254005037E+00
1.645000E+12 7.000E+15 309 2.000E-4 1.255090144E+00 1.255168789E+00
1.928000E+12 7.000E+15 309 2.000E-4 1.256315604E+00 1.256386650E+00
2.260000E+12 7.000E+15 309 2.000E-4 1.257592412E+00 1.257656950E+00
2.649000E+12 7.000E+15 309 2.000E-4 1.258919007E+00 1.258977953E+00
3.105000E+12 7.000E+15 309 2.000E-4 1.260293749E+00 1.260347864E+00
3.639000E+12 7.000E+15 309 2.000E-4 1.261714982E+00 1.261764895E+00
4.266000E+12 7.000E+15 309 2.000E-4 1.263181108E+00 1.263227345E+00
5.000000E+12 7.000E+15 309 2.000E-4 1.264690674E+00 1.264733666E+00
