N_Fe N_B T d n_FeB n_FeB_SRH
5.000000E+10 7.000E+15 309 2.000E-4 1.213802126E+00 1.215529292E+00
5.861000E+10 7.000E+15 309 2.000E-4 1.214142230E+00 1.215625124E+00
6.869000E+10 7.000E+15 309 2.000E-4 1.214463633E+00 1.215736408E+00
8.051000E+10 7.000E+15 309 2.000E-4 1.214764834E+00 1.215898775E+00
9.437000E+10 7.000E+15 309 2.000E-4 1.215070915E+00 1.216048130E+00
1.106000E+11 7.000E+15 309 2.000E-4 1.215375339E+00 1.216241279E+00
1.296000E+11 7.000E+15 309 2.000E-4 1.215697152E+00 1.216440142E+00
1.520000E+11 7.000E+15 309 2.000E-4 1.216031015E+00 1.216668766E+00
1.781000E+11 7.000E+15 309 2.000E-4 1.216379661E+00 1.216924268E+00
2.088000E+11 7.000E+15 309 2.000E-4 1.216755650E+00 1.217223758E+00
2.447000E+11 7.000E+15 309 2.000E-4 1.217155297E+00 1.217554952E+00
2.868000E+11 7.000E+15 309 2.000E-4 1.217597285E+00 1.217941591E+00
3.362000E+11 7.000E+15 309 2.000E-4 1.218078339E+00 1.218379703E+00
3.940000E+11 7.000E+15 309 2.000E-4 1.218598477E+00 1.218856743E+00
4.618000E+11 7.000E+15 309 2.000E-4 1.219181091E+00 1.219404797E+00
5.413000E+11 7.000E+15 309 2.000E-4 1.219811862E+00 1.220004575E+00
6.345000E+11 7.000E+15 309 2.000E-4 1.220509792E+00 1.220677697E+00
7.437000E+11 7.000E+15 309 2.000E-4 1.221270170E+00 1.221416985E+00
8.717000E+11 7.000E+15 309 2.000E-4 1.222089301E+00 1.222218723E+00
1.022000E+12 7.000E+15 309 2.000E-4 1.222979686E+00 1.223093901E+00
1.198000E+12 7.000E+15 309 2.000E-4 1.223926026E+00 1.224025654E+00
1.404000E+12 7.000E+15 309 2.000E-4 1.224947559E+00 1.225036360E+00
1.645000E+12 7.000E+15 309 2.000E-4 1.226033200E+00 1.226112794E+00
1.928000E+12 7.000E+15 309 2.000E-4 1.227181108E+00 1.227252865E+00
2.260000E+12 7.000E+15 309 2.000E-4 1.228389041E+00 1.228454107E+00
2.649000E+12 7.000E+15 309 2.000E-4 1.229654511E+00 1.229713841E+00
3.105000E+12 7.000E+15 309 2.000E-4 1.230974956E+00 1.231029351E+00
3.639000E+12 7.000E+15 309 2.000E-4 1.232347934E+00 1.232398056E+00
4.266000E+12 7.000E+15 309 2.000E-4 1.233771242E+00 1.233817641E+00
5.000000E+12 7.000E+15 309 2.000E-4 1.235243048E+00 1.235286175E+00
