fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
002_314 002_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 3.108417237E-14 1.000000000E+20 1.154035162E+00 9.317401456E-15 2.440197596E-03 
002_314_SRH 002_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 2.798744788E-14 1.000000000E+20 1.155225911E+00 9.252827529E-15 2.691186485E-03 
005_314 005_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 9.084153943E-14 1.000000000E+20 1.155777174E+00 2.926640340E-14 2.605500375E-03 
005_314_SRH 005_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 8.775602061E-14 1.000000000E+20 1.156161141E+00 2.920238493E-14 2.690523290E-03 
006_314 006_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 1.311465765E-13 1.000000000E+20 1.156518391E+00 4.287138242E-14 2.632440932E-03 
006_314_SRH 006_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 1.280685820E-13 1.000000000E+20 1.156781951E+00 4.280768574E-14 2.691114688E-03 
008_314 008_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 2.733588291E-13 1.000000000E+20 1.158784120E+00 9.188630478E-14 2.671873100E-03 
008_314_SRH 008_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 2.703072472E-13 1.000000000E+20 1.158909376E+00 9.182365398E-14 2.699765600E-03 
011_314 011_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 7.936280366E-13 1.000000000E+20 1.165857553E+00 2.864774741E-13 2.802686408E-03 
011_314_SRH 011_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 7.906711640E-13 1.000000000E+20 1.165901017E+00 2.864179186E-13 2.812255670E-03 
012_314 012_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 1.107727313E-12 1.000000000E+20 1.169536624E+00 4.175958185E-13 2.926680989E-03 
012_314_SRH 012_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 1.104825952E-12 1.000000000E+20 1.169568163E+00 4.175377292E-13 2.933646256E-03 
015_314 015_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 2.676210561E-12 1.000000000E+20 1.182921229E+00 1.289546878E-12 3.927866639E-03 
015_314_SRH 015_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 2.673561418E-12 1.000000000E+20 1.182935374E+00 1.289493460E-12 3.931336950E-03 
017_314 017_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 4.278783378E-12 1.000000000E+20 1.190974198E+00 2.740099182E-12 5.325609895E-03 
017_314_SRH 017_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 4.276309893E-12 1.000000000E+20 1.190983690E+00 2.740047815E-12 5.328324884E-03 
