fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_310 001_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 8.965061361E-15 1.000000000E+20 1.192571035E+00 3.275155496E-15 6.147950641E-04 
001_310_SRH 001_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 7.247473789E-15 1.000000000E+20 1.195812087E+00 3.245148307E-15 7.465425104E-04 
002_310 002_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.234259091E-14 1.000000000E+20 1.193578919E+00 4.792908362E-15 6.523296996E-04 
002_310_SRH 002_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.062598092E-14 1.000000000E+20 1.195840138E+00 4.763027758E-15 7.474385739E-04 
003_310 003_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.728666157E-14 1.000000000E+20 1.194312908E+00 7.020517973E-15 6.811289831E-04 
003_310_SRH 003_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.557134503E-14 1.000000000E+20 1.195881142E+00 6.990742328E-15 7.487521900E-04 
004_310 004_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.451454164E-14 1.000000000E+20 1.194858094E+00 1.028977602E-14 7.031067530E-04 
004_310_SRH 004_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.280100770E-14 1.000000000E+20 1.195940972E+00 1.026009355E-14 7.506768138E-04 
005_310 005_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 3.506148249E-14 1.000000000E+20 1.195282489E+00 1.508739777E-14 7.202592420E-04 
005_310_SRH 005_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 3.335046702E-14 1.000000000E+20 1.196028048E+00 1.505780725E-14 7.534945194E-04 
006_310 006_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 5.040998639E-14 1.000000000E+20 1.195641785E+00 2.212717585E-14 7.344776191E-04 
006_310_SRH 006_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 4.870257178E-14 1.000000000E+20 1.196154259E+00 2.209768783E-14 7.576144823E-04 
007_310 007_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 7.265866265E-14 1.000000000E+20 1.195984098E+00 3.245554922E-14 7.475323852E-04 
007_310_SRH 007_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 7.095641427E-14 1.000000000E+20 1.196336202E+00 3.242618750E-14 7.636283183E-04 
008_310 008_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.047283647E-13 1.000000000E+20 1.196354288E+00 4.760589399E-14 7.611624969E-04 
008_310_SRH 008_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.030335079E-13 1.000000000E+20 1.196596395E+00 4.757669970E-14 7.723844823E-04 
009_310 009_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.505843809E-13 1.000000000E+20 1.196797518E+00 6.982375497E-14 7.772227775E-04 
009_310_SRH 009_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.489000184E-13 1.000000000E+20 1.196964347E+00 6.979478813E-14 7.850876521E-04 
010_310 010_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.154161948E-13 1.000000000E+20 1.197361350E+00 1.023952620E-13 7.978634685E-04 
010_310_SRH 010_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.137465391E-13 1.000000000E+20 1.197476739E+00 1.023666094E-13 8.034240703E-04 
011_310 011_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 3.056569582E-13 1.000000000E+20 1.198095471E+00 1.501257353E-13 8.257232962E-04 
011_310_SRH 011_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 3.040075276E-13 1.000000000E+20 1.198175769E+00 1.500975162E-13 8.297057875E-04 
