T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
340 001_340 34.101 4.051320E-1 6.475702E-1 7.517220E+1 1.972150E+1 3.315330E-1 5.948575E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 1.800E-4 1.000E+17
340 002_340 34.101 4.047430E-1 6.428280E-1 7.515560E+1 1.955400E+1 3.311820E-1 5.904316E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 1.800E-4 1.000E+17
340 003_340 34.101 4.041940E-1 6.361400E-1 7.513190E+1 1.931820E+1 3.306540E-1 5.842416E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 1.800E-4 1.000E+17
340 004_340 34.101 4.034280E-1 6.268646E-1 7.509810E+1 1.899190E+1 3.299510E-1 5.755984E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 1.800E-4 1.000E+17
340 005_340 34.101 4.023820E-1 6.142895E-1 7.505100E+1 1.855100E+1 3.289750E-1 5.639045E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 1.800E-4 1.000E+17
340 006_340 34.101 4.009870E-1 5.977394E-1 7.498660E+1 1.797320E+1 3.276660E-1 5.485220E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 1.800E-4 1.000E+17
340 007_340 34.101 3.991400E-1 5.767499E-1 7.490870E+1 1.724430E+1 3.259670E-1 5.290203E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 1.800E-4 1.000E+17
340 008_340 34.101 3.967910E-1 5.512612E-1 7.481610E+1 1.636490E+1 3.238180E-1 5.053736E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 1.800E-4 1.000E+17
340 009_340 34.101 3.939880E-1 5.217276E-1 7.469400E+1 1.535370E+1 3.212400E-1 4.779504E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 1.800E-4 1.000E+17
340 010_340 34.101 3.907410E-1 4.890373E-1 7.454070E+1 1.424380E+1 3.181930E-1 4.476450E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 1.800E-4 1.000E+17
340 011_340 34.101 3.869290E-1 4.542523E-1 7.438120E+1 1.307350E+1 3.147170E-1 4.154045E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 1.800E-4 1.000E+17
340 012_340 34.101 3.827000E-1 4.183315E-1 7.418640E+1 1.187690E+1 3.108110E-1 3.821272E-1 1.000000E+0 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 1.800E-4 1.000E+17
340 013_340 34.101 3.779720E-1 3.820160E-1 7.396840E+1 1.068040E+1 3.064550E-1 3.485144E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 1.800E-4 1.000E+17
340 014_340 34.101 3.727400E-1 3.458924E-1 7.372190E+1 9.504800E+0 3.016500E-1 3.150933E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 1.800E-4 1.000E+17
340 015_340 34.101 3.669750E-1 3.105019E-1 7.344720E+1 8.369000E+0 2.963770E-1 2.823787E-1 1.000000E+0 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 1.800E-4 1.000E+17
340 016_340 34.101 3.607450E-1 2.763806E-1 7.312830E+1 7.291100E+0 2.906150E-1 2.508856E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 1.800E-4 1.000E+17
340 017_340 34.101 3.539160E-1 2.440245E-1 7.279260E+1 6.286700E+0 2.844040E-1 2.210474E-1 1.000000E+0 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 1.800E-4 1.000E+17
340 018_340 34.101 3.466390E-1 2.138390E-1 7.241240E+1 5.367600E+0 2.777440E-1 1.932557E-1 1.000000E+0 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 1.800E-4 1.000E+17
340 019_340 34.101 3.389380E-1 1.861088E-1 7.198680E+1 4.540900E+0 2.706930E-1 1.677497E-1 1.000000E+0 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 1.800E-4 1.000E+17
340 020_340 34.101 3.307910E-1 1.609929E-1 7.152630E+1 3.809100E+0 2.632710E-1 1.446845E-1 1.000000E+0 1.468000E+13 1.468000E+13 1.468000E+13 1.468000E+13 1.800E-4 1.000E+17
340 021_340 34.101 3.222220E-1 1.385348E-1 7.103360E+1 3.170900E+0 2.554980E-1 1.241051E-1 1.000000E+0 2.154000E+13 2.154000E+13 2.154000E+13 2.154000E+13 1.800E-4 1.000E+17
340 022_340 34.101 3.133180E-1 1.186823E-1 7.049710E+1 2.621500E+0 2.474510E-1 1.059383E-1 1.000000E+0 3.162000E+13 3.162000E+13 3.162000E+13 3.162000E+13 1.800E-4 1.000E+17
340 023_340 34.101 3.041190E-1 1.013098E-1 6.991620E+1 2.154100E+0 2.391310E-1 9.008202E-2 1.000000E+0 4.642000E+13 4.642000E+13 4.642000E+13 4.642000E+13 1.800E-4 1.000E+17
340 024_340 34.101 2.946640E-1 8.624180E-2 6.929000E+1 1.760800E+0 2.306150E-1 7.635327E-2 1.000000E+0 6.813000E+13 6.813000E+13 6.813000E+13 6.813000E+13 1.800E-4 1.000E+17
340 025_340 34.101 2.849920E-1 7.327449E-2 6.861670E+1 1.432900E+0 2.219240E-1 6.456703E-2 1.000000E+0 1.000000E+14 1.000000E+14 1.000000E+14 1.000000E+14 1.800E-4 1.000E+17
